baseItemId,candidateDefinitionId,nodeKind,unlockLevel,requiredRarity,isUltimate,semanticHash,displayName,description,status
I007,candidate_core_i007_ultimate,Ultimate,40,orange,true,0e0e30269a12a8c01408ffd79734efcf34ff60f89528d8b67256d64238165cbb,离火符·成法,离火符完成成法后，将“燃符”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I008,candidate_core_i008_01,Core1,10,white,false,0ec7e0a05aa2a7c81b8de1118ed73ad9b76a39e0b096568d927bea2d70515297,焚邪长符·初识,焚邪长符点亮后，“焚邪”的基础候选效果获得第一层强化。,PASS
I008,candidate_core_i008_02,Core2,20,green,false,1484065d18445998b8a76a52861565466c5c11750b4fbea2436107f62f57182a,焚邪长符·承式,触发“焚邪”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I008,candidate_core_i008_03,Core3,30,blue,false,74e594a7bcb08739ad4496bdb29f096d394f039ae7e9a5b1a46b3fdc8c7309a0,焚邪长符·合脉,同属lihuo法门的已点亮道具达到Build2时，“焚邪”追加协同数值。,PASS
I008,candidate_core_i008_ultimate,Ultimate,40,orange,true,9f141f7bd725e932925a68235f5ec3f3ab5107c192029470891713a5f4f1607a,焚邪长符·成法,焚邪长符完成成法后，将“焚邪”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I009,candidate_core_i009_01,Core1,10,white,false,f4e8ac34aa23773e8fac4ad572bee178d9d036810ea52f671cff13f0f801fea5,离火焚邪印·初识,离火焚邪印点亮后，“落火”的基础候选效果获得第一层强化。,PASS
I009,candidate_core_i009_02,Core2,20,green,false,678ae4587dc4b5a841a62981311464595bc659ecaf05d55bb1e778994496718e,离火焚邪印·承式,触发“落火”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I009,candidate_core_i009_03,Core3,30,blue,false,6d34d56200ae09baf07b19cd46e16317fd8dd7e1384acf28b207f234cea3fbf9,离火焚邪印·合脉,同属lihuo法门的已点亮道具达到Build2时，“落火”追加协同数值。,PASS
I009,candidate_core_i009_ultimate,Ultimate,40,orange,true,03ac5773f77db66d9e85ad7aa0fd0debbeac6654a8cd9a5919f4de67e312a3f4,离火焚邪印·成法,离火焚邪印完成成法后，将“落火”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I010,candidate_core_i010_01,Core1,10,white,false,70a5f9cde56cab0c38a3c45bdff4d79873b2f71bcd6a8eb1b192b807985c4d13,风火令旗·初识,风火令旗点亮后，“风助”的基础候选效果获得第一层强化。,PASS
I010,candidate_core_i010_02,Core2,20,green,false,2017f0f6d4ef0e5c64a28990be00701de0b3252efbf883e2a7aae243ac47b1ec,风火令旗·承式,触发“风助”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I010,candidate_core_i010_03,Core3,30,blue,false,4ede7fdbf94be1a1164452f1b04a28df818c07bcad8d1a12984d32ba4c9004cb,风火令旗·合脉,同属lihuo法门的已点亮道具达到Build2时，“风助”追加协同数值。,PASS
I010,candidate_core_i010_ultimate,Ultimate,40,orange,true,131065eb37adc82678b24c8361e419571574fdde28793f42779511d6f63751fd,风火令旗·成法,风火令旗完成成法后，将“风助”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I011,candidate_core_i011_01,Core1,10,white,false,38d73af7f13a823d4e322da537ba9ca77adfeebeff57bec5f898027f1d7a94e0,照焚铜镜·初识,照焚铜镜点亮后，“回光”的基础候选效果获得第一层强化。,PASS
I011,candidate_core_i011_02,Core2,20,green,false,f398fdf751cb043cc97a5d7d3511d54da159409e50df98f1317fe56045038c98,照焚铜镜·承式,触发“回光”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I011,candidate_core_i011_03,Core3,30,blue,false,65309c5287ef826c4a5917762fb75f9daded820071045b0ba23a770da31ea013,照焚铜镜·合脉,同属lihuo法门的已点亮道具达到Build2时，“回光”追加协同数值。,PASS
I011,candidate_core_i011_ultimate,Ultimate,40,orange,true,a48630af856990e4814dd75abbae0de33f789f745b223bec62f8fe0ba83bf4ad,照焚铜镜·成法,照焚铜镜完成成法后，将“回光”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I012,candidate_core_i012_01,Core1,10,white,false,6cbdb8e365bc986299507d25852cbdc63f9e75a54d1d4a16ea4fe27bac6a7dfc,长明灯·初识,长明灯点亮后，“长明”的基础候选效果获得第一层强化。,PASS
I012,candidate_core_i012_02,Core2,20,green,false,6e7dea8ebbf0bf8a5bebf618a7d8b974bf879dbf2b62614ff453fb7b9a7faaf9,长明灯·承式,触发“长明”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I012,candidate_core_i012_03,Core3,30,blue,false,ac55eba22d99f7a11d1f1c52d5d079e267c27a3270fdc829dd14a16b925486f4,长明灯·合脉,同属lihuo法门的已点亮道具达到Build2时，“长明”追加协同数值。,PASS
I012,candidate_core_i012_ultimate,Ultimate,40,orange,true,ebec3d047cbfd423ef95201d8ead00c5925ac54b42b5ceca721cad99a4d2f050,长明灯·成法,长明灯完成成法后，将“长明”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I013,candidate_core_i013_01,Core1,10,white,false,1aa02c501548bc714503069f6e1c2cbfde18b005be650ea01d78167cffa03cc7,护身符·初识,护身符点亮后，“护身”的基础候选效果获得第一层强化。,PASS
I013,candidate_core_i013_02,Core2,20,green,false,e77ad1e24a03b547fd26cab14bff8651a01e6d1c24e955af049f25e56f3bf491,护身符·承式,触发“护身”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I013,candidate_core_i013_03,Core3,30,blue,false,a8b7c1066d7d4a4d045a0dde5785698c13d79b6043a1009d33c5045acbb05a6a,护身符·合脉,同属zhongyue法门的已点亮道具达到Build2时，“护身”追加协同数值。,PASS
I013,candidate_core_i013_ultimate,Ultimate,40,orange,true,07cd3f3da7c0f7452e51a780270feb6b8cc27f06deafcf18818323b09ff52b6b,护身符·成法,护身符完成成法后，将“护身”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I014,candidate_core_i014_01,Core1,10,white,false,6d25328fcbece4450b03f91cb518b281bc45c1276fd9af0a63c411ec3323d64b,镇宅长符·初识,镇宅长符点亮后，“镇宅”的基础候选效果获得第一层强化。,PASS
I014,candidate_core_i014_02,Core2,20,green,false,23a8012aa9e034e2f9855a98829cc3033204bffb8dc12d6f4c878bb40c3eb425,镇宅长符·承式,触发“镇宅”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I014,candidate_core_i014_03,Core3,30,blue,false,f63a8a657507a2706b3fdcbb7a5505e9dd0ffe49fff816b9638d63a65e015861,镇宅长符·合脉,同属zhongyue法门的已点亮道具达到Build2时，“镇宅”追加协同数值。,PASS
I014,candidate_core_i014_ultimate,Ultimate,40,orange,true,fc1cceb76f74d74fc7c8fd3c7c25ba0659f5fd4c8894a37287de472fab152db7,镇宅长符·成法,镇宅长符完成成法后，将“镇宅”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I015,candidate_core_i015_01,Core1,10,white,false,c7c314699eaa7766fc06306d255badf87875e7a98abe2346871f66a69474eeb4,中岳镇守章·初识,中岳镇守章点亮后，“镇守”的基础候选效果获得第一层强化。,PASS
I015,candidate_core_i015_02,Core2,20,green,false,15d0e3930f7e1780e0a1d11e818bc43cc11fbdb6af34226ed9062d54234d943b,中岳镇守章·承式,触发“镇守”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I015,candidate_core_i015_03,Core3,30,blue,false,c6ab5ae4d9d5fac3fa7b97f65c8e1acf77d7f09f70397850c13af9da45b8dc26,中岳镇守章·合脉,同属zhongyue法门的已点亮道具达到Build2时，“镇守”追加协同数值。,PASS
I015,candidate_core_i015_ultimate,Ultimate,40,orange,true,12bdd810feeeaccb29b869aff61ed9cadada901b30e1c8c625203567a0999ae0,中岳镇守章·成法,中岳镇守章完成成法后，将“镇守”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I016,candidate_core_i016_01,Core1,10,white,false,550f62a4f36e540311411b76202708664b4e710d3b0b15dd91e577d21aab0c7b,护坛令旗·初识,护坛令旗点亮后，“护坛”的基础候选效果获得第一层强化。,PASS
I016,candidate_core_i016_02,Core2,20,green,false,c8b6ee97acc9380d67587a0653caaa827942323ba5ef2248d4a76659373bf1e4,护坛令旗·承式,触发“护坛”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I016,candidate_core_i016_03,Core3,30,blue,false,acca356646f3abf5713dc66675305f0c8488691bc58b8a8f041db07961fe2bde,护坛令旗·合脉,同属zhongyue法门的已点亮道具达到Build2时，“护坛”追加协同数值。,PASS
I016,candidate_core_i016_ultimate,Ultimate,40,orange,true,80259f5bfd0ecb194e0b6cdb008a7dd9bedcc00a9b434ee2693b01a8e9cb4a1e,护坛令旗·成法,护坛令旗完成成法后，将“护坛”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I017,candidate_core_i017_01,Core1,10,white,false,3c2b678d51dccb42a5a40c1571c408dd67301afe825461ee130d24f03a02fa5e,照邪八卦镜·初识,照邪八卦镜点亮后，“定影”的基础候选效果获得第一层强化。,PASS
I017,candidate_core_i017_02,Core2,20,green,false,6d2d907015b72f767127d770f7d69d9a88bbdb003a027231c7858331250f5a25,照邪八卦镜·承式,触发“定影”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I017,candidate_core_i017_03,Core3,30,blue,false,8eb07ae637f74632f4e6bbe52fba00a70a54c69801a23a65f3180603cc38565a,照邪八卦镜·合脉,同属zhongyue法门的已点亮道具达到Build2时，“定影”追加协同数值。,PASS
I017,candidate_core_i017_ultimate,Ultimate,40,orange,true,da3c3a595de41f47659528a165d881dc08fd7cc9576ff78b639d68f4582b4c60,照邪八卦镜·成法,照邪八卦镜完成成法后，将“定影”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I018,candidate_core_i018_01,Core1,10,white,false,6e1aeca8818a8fd136b873391c5b2cf8f1040293193f13340587a119871499f8,镇山铜鼎·初识,镇山铜鼎点亮后，“镇山”的基础候选效果获得第一层强化。,PASS
I018,candidate_core_i018_02,Core2,20,green,false,0602666735adb990f855f314c1585776a7bf540a147b449d219e6a92d8b67880,镇山铜鼎·承式,触发“镇山”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I018,candidate_core_i018_03,Core3,30,blue,false,e09797d34b308bb5bce417254e8b4a55f8529fdc28fc0922c6a129f5f57cca18,镇山铜鼎·合脉,同属zhongyue法门的已点亮道具达到Build2时，“镇山”追加协同数值。,PASS
I018,candidate_core_i018_ultimate,Ultimate,40,orange,true,84f1f682e9691b52403d38636375df1c4bc5f9b7318f250b5c1720ce1aa55c5a,镇山铜鼎·成法,镇山铜鼎完成成法后，将“镇山”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I019,candidate_core_i019_01,Core1,10,white,false,bdd8f876d52301896b6161bd67e0a0b70c26cfa7cf677fa632ba96d7b47105c6,净水符·初识,净水符点亮后，“净水”的基础候选效果获得第一层强化。,PASS
I019,candidate_core_i019_02,Core2,20,green,false,177b960b0e97e0e2365eaad34eb0e89cf893029725511a4e41348da899d19492,净水符·承式,触发“净水”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I019,candidate_core_i019_03,Core3,30,blue,false,f2d931b4b6ae9cfa937ca4ebae5326ab45e454e0aadcffecee1e62544080bfbe,净水符·合脉,同属xuanshui法门的已点亮道具达到Build2时，“净水”追加协同数值。,PASS
I019,candidate_core_i019_ultimate,Ultimate,40,orange,true,e49c5cc9055b769dcbbfbcc0f50dbf0522d1165726d3e64786ff4b560027dad1,净水符·成法,净水符完成成法后，将“净水”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I020,candidate_core_i020_01,Core1,10,white,false,b6a83562bd500a58f5f718a898cfb8e548bcbf8fc502f38038594c2d18af4b35,涤秽长符·初识,涤秽长符点亮后，“涤秽”的基础候选效果获得第一层强化。,PASS
I020,candidate_core_i020_02,Core2,20,green,false,f7b18a298e8b82fb4b4fca4d7f7c93570510456c6b953559115fee2df527198e,涤秽长符·承式,触发“涤秽”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I020,candidate_core_i020_03,Core3,30,blue,false,dd07d74a9e456246dc6fdf6dc7a5d902ca4585c3954aabfa04d55cd0acdbfbfd,涤秽长符·合脉,同属xuanshui法门的已点亮道具达到Build2时，“涤秽”追加协同数值。,PASS
I020,candidate_core_i020_ultimate,Ultimate,40,orange,true,9646a4c57a03bfa0009a4d462e604cdc4f3d3aa07c59d88d1cc698a931c2cd72,涤秽长符·成法,涤秽长符完成成法后，将“涤秽”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I021,candidate_core_i021_01,Core1,10,white,false,9fb6892ecd1fe80e409b726d2fdba9630f6ef727d1f38d9c60651cc7e6254ba5,玄水涤秽印·初识,玄水涤秽印点亮后，“涤心”的基础候选效果获得第一层强化。,PASS
I021,candidate_core_i021_02,Core2,20,green,false,07da073970819577d928b2ca50999a9c97f607a75e8b9b286d551b89a918527a,玄水涤秽印·承式,触发“涤心”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I021,candidate_core_i021_03,Core3,30,blue,false,7b360ca4640f05cee18208d285f3c0b5bec1502d1062552081422188e601c3d0,玄水涤秽印·合脉,同属xuanshui法门的已点亮道具达到Build2时，“涤心”追加协同数值。,PASS
I021,candidate_core_i021_ultimate,Ultimate,40,orange,true,bcd72793f1a93b69369ede4d9e660fc0ab59b405d8057fd71c4e8dcc05969fac,玄水涤秽印·成法,玄水涤秽印完成成法后，将“涤心”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I022,candidate_core_i022_01,Core1,10,white,false,80ddf58de3541426ed9531cf2c2f345aaa7006f2175ba99172c06ad2530fad46,玄水流令·初识,玄水流令点亮后，“回流”的基础候选效果获得第一层强化。,PASS
I022,candidate_core_i022_02,Core2,20,green,false,999bbabe6a2577fec0a83965b4e39a93aa802f1625cfeb981262e5a4ba8a9366,玄水流令·承式,触发“回流”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I022,candidate_core_i022_03,Core3,30,blue,false,21b5188442bed0c448ae001a43a378306bf7f0d4538f947ee1202e1e5a2ae2c1,玄水流令·合脉,同属xuanshui法门的已点亮道具达到Build2时，“回流”追加协同数值。,PASS
I022,candidate_core_i022_ultimate,Ultimate,40,orange,true,b6f2e079a66c593571673532bba9d2e201a838810a5726efb1c6b94396e1f239,玄水流令·成法,玄水流令完成成法后，将“回流”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I023,candidate_core_i023_01,Core1,10,white,false,52cd45c0359a7e01f80bd5168154854b33f4f87076ae93e962462782ae2f34f4,照秽水镜·初识,照秽水镜点亮后，“照秽”的基础候选效果获得第一层强化。,PASS
I023,candidate_core_i023_02,Core2,20,green,false,667e307c461bdfde4fe6007ad1790a0ef222acd1c0848aab54a74f6bafd903b5,照秽水镜·承式,触发“照秽”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I023,candidate_core_i023_03,Core3,30,blue,false,1eca1c05818ada6ab40ff9716833c181dcce0e518bb2cc5e6bdc269d6e4b8a74,照秽水镜·合脉,同属xuanshui法门的已点亮道具达到Build2时，“照秽”追加协同数值。,PASS
I023,candidate_core_i023_ultimate,Ultimate,40,orange,true,4cc0e7a18015cadccc7b65290d51d56f79f057a599acc38f7db272d3b5e5accd,照秽水镜·成法,照秽水镜完成成法后，将“照秽”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I024,candidate_core_i024_01,Core1,10,white,false,c81d8110c3551c75ec34eb1cbf0e243c028c9b0e467cff9d1a6acb705f9552a3,净水盂·初识,净水盂点亮后，“蓄水”的基础候选效果获得第一层强化。,PASS
I024,candidate_core_i024_02,Core2,20,green,false,09b9e84a37a40a776c70ed58ad4787f46083bcdd2d8b305f0296eb0663199b87,净水盂·承式,触发“蓄水”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I024,candidate_core_i024_03,Core3,30,blue,false,8e79a08ed48b8b733b1ba4beac999716d994029ab1987e4ed155e0cb84687ea1,净水盂·合脉,同属xuanshui法门的已点亮道具达到Build2时，“蓄水”追加协同数值。,PASS
I024,candidate_core_i024_ultimate,Ultimate,40,orange,true,a32c37e33f1a22088d6d42c9b8e8f3f9423f9ce24475642c0b725a5a8c56e186,净水盂·成法,净水盂完成成法后，将“蓄水”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I025,candidate_core_i025_01,Core1,10,white,false,e14f1c566d12a04bcddd6a6b7ef3ca1fb0470272e96530e2d52323b3cbf74215,封煞符·初识,封煞符点亮后，“封煞”的基础候选效果获得第一层强化。,PASS
I025,candidate_core_i025_02,Core2,20,green,false,8ee6906947fed290ff48d82036266ea39cc01b0b49f8550e771e7a2d88b6f3ad,封煞符·承式,触发“封煞”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I025,candidate_core_i025_03,Core3,30,blue,false,601b4b5ee6d9056daaa0c0a23a4e1cd9d240bf26357e20baea0a92cb33b0f730,封煞符·合脉,同属taibai法门的已点亮道具达到Build2时，“封煞”追加协同数值。,PASS
I025,candidate_core_i025_ultimate,Ultimate,40,orange,true,dbc849a8160be8ca9cc535da5878a157699fe1b211fda32643b743bf04ff7614,封煞符·成法,封煞符完成成法后，将“封煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I026,candidate_core_i026_01,Core1,10,white,false,cec76c017f56eaf5e51d684b35434e0b854972bf4dff0896ed64a2fb1dfe63fe,太白斩符·初识,太白斩符点亮后，“太白”的基础候选效果获得第一层强化。,PASS
I026,candidate_core_i026_02,Core2,20,green,false,683a89a8cedf0b1c3d49ac0ebd9704d6f8c81fb5246973d0a336b248f6f247de,太白斩符·承式,触发“太白”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I026,candidate_core_i026_03,Core3,30,blue,false,9c9b471c9c328424849ac42630018e6614a48b813f571932beb16751fb8f3775,太白斩符·合脉,同属taibai法门的已点亮道具达到Build2时，“太白”追加协同数值。,PASS
I026,candidate_core_i026_ultimate,Ultimate,40,orange,true,fc4402bc93cb15795f1bed808d8d2840d300a85fa128ff0abc5278299bbf53ef,太白斩符·成法,太白斩符完成成法后，将“太白”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I027,candidate_core_i027_01,Core1,10,white,false,f0e862b682266ecb337d5f77a09571fb790dc8dc9d5c4178e5ad0065c2afd2c2,太白斩煞印·初识,太白斩煞印点亮后，“斩煞”的基础候选效果获得第一层强化。,PASS
I027,candidate_core_i027_02,Core2,20,green,false,32d44e35afbe424eca157f9b66a6d7ca373bec17f9751f34f69395176671fa39,太白斩煞印·承式,触发“斩煞”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I027,candidate_core_i027_03,Core3,30,blue,false,c7e7b26661304d14547abb54e21efabdd3b6dc65c90df07b6d2c004975db9fc0,太白斩煞印·合脉,同属taibai法门的已点亮道具达到Build2时，“斩煞”追加协同数值。,PASS
I027,candidate_core_i027_ultimate,Ultimate,40,orange,true,6d06fabccf9db9d85a7b9c046e375f9bea517f19218965a5e1f0840fc1608536,太白斩煞印·成法,太白斩煞印完成成法后，将“斩煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I028,candidate_core_i028_01,Core1,10,white,false,d1d4b85a85a1172c9b1309e5e8e89974bd10827d0ec5359cc4414aca13624dbd,断煞令·初识,断煞令点亮后，“断令”的基础候选效果获得第一层强化。,PASS
I028,candidate_core_i028_02,Core2,20,green,false,c38f4d5e12b9729973b3b370840a393c011cd9388c4efe35d54e5ddbc03659d3,断煞令·承式,触发“断令”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I028,candidate_core_i028_03,Core3,30,blue,false,efb20c114c82dfe2eb6ffcb3e1782578114b40b4afaaa10969daf88e37ecf18d,断煞令·合脉,同属taibai法门的已点亮道具达到Build2时，“断令”追加协同数值。,PASS
I028,candidate_core_i028_ultimate,Ultimate,40,orange,true,52a65f6e84c51ee0134f95744d94778f7b3711b41fcc98bade378aed71f84bfc,断煞令·成法,断煞令完成成法后，将“断令”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
I029,candidate_core_i029_01,Core1,10,white,false,df74a146c9cf5b9d179796b4f98a9865a836e59cdef67df81ff6d646c689eb80,照煞镜·初识,照煞镜点亮后，“照煞”的基础候选效果获得第一层强化。,PASS
I029,candidate_core_i029_02,Core2,20,green,false,4d55ef700430697e71405d14db24c713ad251352a60baef8c34d67293a907fae,照煞镜·承式,触发“照煞”后返还一部分节奏资源，并保留下一次触发条件。,PASS
I029,candidate_core_i029_03,Core3,30,blue,false,52061135da571915f7dd2b1f156af4098e011342598d81637ad2c72b67fba7bd,照煞镜·合脉,同属taibai法门的已点亮道具达到Build2时，“照煞”追加协同数值。,PASS
I029,candidate_core_i029_ultimate,Ultimate,40,orange,true,741938ef5891c213760fe8cf70ef1c2633c1d65b5ad2d8fd4d862b17df003e28,照煞镜·成法,照煞镜完成成法后，将“照煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。,PASS
