baseItemId,itemName,poolId,affixId,weight,mutexGroupId,repeatPolicy,designNote
"I004","五雷急令","candidate_pool_i004","affix_nian_efficiency","3","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I004","五雷急令","candidate_pool_i004","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I004","五雷急令","candidate_pool_i004","affix_adjacent_damage","8","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I004","五雷急令","candidate_pool_i004","affix_break_cooldown","7","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I004","五雷急令","candidate_pool_i004","affix_trigger_refund","4","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I004","五雷急令","candidate_pool_i004","affix_direct_lit_power","3","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I004","五雷急令","candidate_pool_i004","affix_core_next_power","2","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I004","五雷急令","candidate_pool_i004","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","五雷急令定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_control_up","4","NONE","NO_DUPLICATE",""
"I005","照壳雷镜","candidate_pool_i005","affix_nian_efficiency","3","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_adjacent_damage","8","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_break_cooldown","7","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_trigger_refund","4","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_direct_lit_power","3","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_core_next_power","2","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I005","照壳雷镜","candidate_pool_i005","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","照壳雷镜定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_control_up","4","NONE","NO_DUPLICATE",""
"I006","天鼓槌","candidate_pool_i006","affix_nian_efficiency","3","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_isolated_power","8","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_break_cooldown","7","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_trigger_refund","4","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_direct_lit_power","3","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_core_next_power","2","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I006","天鼓槌","candidate_pool_i006","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","天鼓槌定向候选池"
"I007","离火符","candidate_pool_i007","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I007","离火符","candidate_pool_i007","affix_nian_efficiency","3","NONE","NO_DUPLICATE","离火符定向候选池"
"I007","离火符","candidate_pool_i007","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","离火符定向候选池"
"I007","离火符","candidate_pool_i007","affix_adjacent_damage","8","NONE","NO_DUPLICATE","离火符定向候选池"
"I007","离火符","candidate_pool_i007","affix_damage_cost_trade","7","TRADEOFF","NO_DUPLICATE","离火符定向候选池"
"I007","离火符","candidate_pool_i007","affix_trigger_refund","4","NONE","NO_DUPLICATE","离火符定向候选池"
"I007","离火符","candidate_pool_i007","affix_direct_lit_power","3","NONE","NO_DUPLICATE","离火符定向候选池"
"I007","离火符","candidate_pool_i007","affix_core_next_power","2","NONE","NO_DUPLICATE","离火符定向候选池"
"I007","离火符","candidate_pool_i007","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","离火符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I008","焚邪长符","candidate_pool_i008","affix_nian_efficiency","3","NONE","NO_DUPLICATE","焚邪长符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","焚邪长符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_adjacent_damage","8","NONE","NO_DUPLICATE","焚邪长符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_damage_cost_trade","7","TRADEOFF","NO_DUPLICATE","焚邪长符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_trigger_refund","4","NONE","NO_DUPLICATE","焚邪长符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_direct_lit_power","3","NONE","NO_DUPLICATE","焚邪长符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_core_next_power","2","NONE","NO_DUPLICATE","焚邪长符定向候选池"
"I008","焚邪长符","candidate_pool_i008","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","焚邪长符定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I009","离火焚邪印","candidate_pool_i009","affix_nian_efficiency","3","NONE","NO_DUPLICATE","离火焚邪印定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","离火焚邪印定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_array_guard","8","NONE","NO_DUPLICATE","离火焚邪印定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_damage_cost_trade","7","TRADEOFF","NO_DUPLICATE","离火焚邪印定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_trigger_refund","4","NONE","NO_DUPLICATE","离火焚邪印定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_direct_lit_power","3","NONE","NO_DUPLICATE","离火焚邪印定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_core_next_power","2","NONE","NO_DUPLICATE","离火焚邪印定向候选池"
"I009","离火焚邪印","candidate_pool_i009","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","离火焚邪印定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I010","风火令旗","candidate_pool_i010","affix_nian_efficiency","3","NONE","NO_DUPLICATE","风火令旗定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","风火令旗定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_adjacent_damage","8","NONE","NO_DUPLICATE","风火令旗定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_damage_cost_trade","7","TRADEOFF","NO_DUPLICATE","风火令旗定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_trigger_refund","4","NONE","NO_DUPLICATE","风火令旗定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_direct_lit_power","3","NONE","NO_DUPLICATE","风火令旗定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_core_next_power","2","NONE","NO_DUPLICATE","风火令旗定向候选池"
"I010","风火令旗","candidate_pool_i010","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","风火令旗定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I011","照焚铜镜","candidate_pool_i011","affix_nian_efficiency","3","NONE","NO_DUPLICATE","照焚铜镜定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","照焚铜镜定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_adjacent_damage","8","NONE","NO_DUPLICATE","照焚铜镜定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_damage_cost_trade","7","TRADEOFF","NO_DUPLICATE","照焚铜镜定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_trigger_refund","4","NONE","NO_DUPLICATE","照焚铜镜定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_direct_lit_power","3","NONE","NO_DUPLICATE","照焚铜镜定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_core_next_power","2","NONE","NO_DUPLICATE","照焚铜镜定向候选池"
"I011","照焚铜镜","candidate_pool_i011","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","照焚铜镜定向候选池"
"I012","长明灯","candidate_pool_i012","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I012","长明灯","candidate_pool_i012","affix_nian_efficiency","3","NONE","NO_DUPLICATE","长明灯定向候选池"
"I012","长明灯","candidate_pool_i012","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","长明灯定向候选池"
"I012","长明灯","candidate_pool_i012","affix_isolated_power","8","NONE","NO_DUPLICATE","长明灯定向候选池"
"I012","长明灯","candidate_pool_i012","affix_damage_cost_trade","7","TRADEOFF","NO_DUPLICATE","长明灯定向候选池"
"I012","长明灯","candidate_pool_i012","affix_trigger_refund","4","NONE","NO_DUPLICATE","长明灯定向候选池"
"I012","长明灯","candidate_pool_i012","affix_direct_lit_power","3","NONE","NO_DUPLICATE","长明灯定向候选池"
"I012","长明灯","candidate_pool_i012","affix_core_next_power","2","NONE","NO_DUPLICATE","长明灯定向候选池"
"I012","长明灯","candidate_pool_i012","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","长明灯定向候选池"
"I013","护身符","candidate_pool_i013","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I013","护身符","candidate_pool_i013","affix_nian_efficiency","3","NONE","NO_DUPLICATE","护身符定向候选池"
"I013","护身符","candidate_pool_i013","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","护身符定向候选池"
"I013","护身符","candidate_pool_i013","affix_adjacent_damage","8","NONE","NO_DUPLICATE","护身符定向候选池"
"I013","护身符","candidate_pool_i013","affix_guard_refund","7","NONE","NO_DUPLICATE","护身符定向候选池"
"I013","护身符","candidate_pool_i013","affix_trigger_refund","4","NONE","NO_DUPLICATE","护身符定向候选池"
"I013","护身符","candidate_pool_i013","affix_direct_lit_power","3","NONE","NO_DUPLICATE","护身符定向候选池"
"I013","护身符","candidate_pool_i013","affix_core_next_power","2","NONE","NO_DUPLICATE","护身符定向候选池"
"I013","护身符","candidate_pool_i013","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","护身符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I014","镇宅长符","candidate_pool_i014","affix_nian_efficiency","3","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_adjacent_damage","8","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_guard_refund","7","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_trigger_refund","4","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_direct_lit_power","3","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_core_next_power","2","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I014","镇宅长符","candidate_pool_i014","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","镇宅长符定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_control_up","4","NONE","NO_DUPLICATE",""
"I015","中岳镇守章","candidate_pool_i015","affix_nian_efficiency","3","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_array_guard","8","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_guard_refund","7","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_trigger_refund","4","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_direct_lit_power","3","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_core_next_power","2","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I015","中岳镇守章","candidate_pool_i015","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","中岳镇守章定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I016","护坛令旗","candidate_pool_i016","affix_nian_efficiency","3","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_adjacent_damage","8","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_guard_refund","7","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_trigger_refund","4","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_direct_lit_power","3","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_core_next_power","2","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I016","护坛令旗","candidate_pool_i016","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","护坛令旗定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_control_up","4","NONE","NO_DUPLICATE",""
"I017","照邪八卦镜","candidate_pool_i017","affix_nian_efficiency","3","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_adjacent_damage","8","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_guard_refund","7","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_trigger_refund","4","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_direct_lit_power","3","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_core_next_power","2","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I017","照邪八卦镜","candidate_pool_i017","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","照邪八卦镜定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I018","镇山铜鼎","candidate_pool_i018","affix_nian_efficiency","3","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_isolated_power","8","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_guard_refund","7","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_trigger_refund","4","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_direct_lit_power","3","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_core_next_power","2","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I018","镇山铜鼎","candidate_pool_i018","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","镇山铜鼎定向候选池"
"I019","净水符","candidate_pool_i019","affix_heal_up","4","NONE","NO_DUPLICATE",""
"I019","净水符","candidate_pool_i019","affix_nian_efficiency","3","NONE","NO_DUPLICATE","净水符定向候选池"
"I019","净水符","candidate_pool_i019","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","净水符定向候选池"
"I019","净水符","candidate_pool_i019","affix_adjacent_damage","8","NONE","NO_DUPLICATE","净水符定向候选池"
"I019","净水符","candidate_pool_i019","affix_overheal_to_guard","7","NONE","NO_DUPLICATE","净水符定向候选池"
"I019","净水符","candidate_pool_i019","affix_trigger_refund","4","NONE","NO_DUPLICATE","净水符定向候选池"
"I019","净水符","candidate_pool_i019","affix_direct_lit_power","3","NONE","NO_DUPLICATE","净水符定向候选池"
"I019","净水符","candidate_pool_i019","affix_core_next_power","2","NONE","NO_DUPLICATE","净水符定向候选池"
"I019","净水符","candidate_pool_i019","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","净水符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I020","涤秽长符","candidate_pool_i020","affix_nian_efficiency","3","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_adjacent_damage","8","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_overheal_to_guard","7","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_trigger_refund","4","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_direct_lit_power","3","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_core_next_power","2","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I020","涤秽长符","candidate_pool_i020","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","涤秽长符定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_guard_up","4","NONE","NO_DUPLICATE",""
"I021","玄水涤秽印","candidate_pool_i021","affix_nian_efficiency","3","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_array_guard","8","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_overheal_to_guard","7","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_trigger_refund","4","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_direct_lit_power","3","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_core_next_power","2","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I021","玄水涤秽印","candidate_pool_i021","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","玄水涤秽印定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_cleanse_up","4","NONE","NO_DUPLICATE",""
"I022","玄水流令","candidate_pool_i022","affix_nian_efficiency","3","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_adjacent_damage","8","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_overheal_to_guard","7","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_trigger_refund","4","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_direct_lit_power","3","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_core_next_power","2","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I022","玄水流令","candidate_pool_i022","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","玄水流令定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_control_up","4","NONE","NO_DUPLICATE",""
"I023","照秽水镜","candidate_pool_i023","affix_nian_efficiency","3","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_adjacent_damage","8","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_overheal_to_guard","7","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_trigger_refund","4","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_direct_lit_power","3","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_core_next_power","2","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I023","照秽水镜","candidate_pool_i023","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","照秽水镜定向候选池"
"I024","净水盂","candidate_pool_i024","affix_heal_up","4","NONE","NO_DUPLICATE",""
"I024","净水盂","candidate_pool_i024","affix_nian_efficiency","3","NONE","NO_DUPLICATE","净水盂定向候选池"
"I024","净水盂","candidate_pool_i024","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","净水盂定向候选池"
"I024","净水盂","candidate_pool_i024","affix_isolated_power","8","NONE","NO_DUPLICATE","净水盂定向候选池"
"I024","净水盂","candidate_pool_i024","affix_overheal_to_guard","7","NONE","NO_DUPLICATE","净水盂定向候选池"
"I024","净水盂","candidate_pool_i024","affix_trigger_refund","4","NONE","NO_DUPLICATE","净水盂定向候选池"
"I024","净水盂","candidate_pool_i024","affix_direct_lit_power","3","NONE","NO_DUPLICATE","净水盂定向候选池"
"I024","净水盂","candidate_pool_i024","affix_core_next_power","2","NONE","NO_DUPLICATE","净水盂定向候选池"
"I024","净水盂","candidate_pool_i024","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","净水盂定向候选池"
"I025","封煞符","candidate_pool_i025","affix_duration_up","4","NONE","NO_DUPLICATE",""
"I025","封煞符","candidate_pool_i025","affix_nian_efficiency","3","NONE","NO_DUPLICATE","封煞符定向候选池"
"I025","封煞符","candidate_pool_i025","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","封煞符定向候选池"
"I025","封煞符","candidate_pool_i025","affix_adjacent_damage","8","NONE","NO_DUPLICATE","封煞符定向候选池"
"I025","封煞符","candidate_pool_i025","affix_debuff_target_power","7","NONE","NO_DUPLICATE","封煞符定向候选池"
"I025","封煞符","candidate_pool_i025","affix_trigger_refund","4","NONE","NO_DUPLICATE","封煞符定向候选池"
"I025","封煞符","candidate_pool_i025","affix_direct_lit_power","3","NONE","NO_DUPLICATE","封煞符定向候选池"
"I025","封煞符","candidate_pool_i025","affix_core_next_power","2","NONE","NO_DUPLICATE","封煞符定向候选池"
"I025","封煞符","candidate_pool_i025","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","封煞符定向候选池"
"I026","太白斩符","candidate_pool_i026","affix_control_up","4","NONE","NO_DUPLICATE",""
"I026","太白斩符","candidate_pool_i026","affix_nian_efficiency","3","NONE","NO_DUPLICATE","太白斩符定向候选池"
"I026","太白斩符","candidate_pool_i026","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","太白斩符定向候选池"
"I026","太白斩符","candidate_pool_i026","affix_adjacent_damage","8","NONE","NO_DUPLICATE","太白斩符定向候选池"
"I026","太白斩符","candidate_pool_i026","affix_debuff_target_power","7","NONE","NO_DUPLICATE","太白斩符定向候选池"
"I026","太白斩符","candidate_pool_i026","affix_trigger_refund","4","NONE","NO_DUPLICATE","太白斩符定向候选池"
"I026","太白斩符","candidate_pool_i026","affix_direct_lit_power","3","NONE","NO_DUPLICATE","太白斩符定向候选池"
"I026","太白斩符","candidate_pool_i026","affix_core_next_power","2","NONE","NO_DUPLICATE","太白斩符定向候选池"
