"checkId","expected","actual","status"
"leak.runtime.BuildPressureSnapshots.cs.BattleContract","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.BuildCapabilitySnapshot","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.BuildReadiness","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.ChangePhase","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.Coroutine","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.DamageText","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.DateTime_Now","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.DealDamage","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.FormationState","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.GameObject","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.IEnumerator","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.ItemSystem","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.MonoBehaviour","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.PageState","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.PlayerPrefs","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.RewardConfig","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.RunFlow","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.SaveData","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.SceneManager","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.ScriptableObject","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.StartCoroutine","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.Stopwatch","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.TalismanBag_BuildSandbox","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.Task_Delay","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.Thread_Sleep","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.Transform","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.TransitionPhase","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.UnifiedBattlePage","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.UnityEngine","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.V02FormationGridFrame","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.async_","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.event_","0","0","PASS"
"leak.runtime.BuildPressureSnapshots.cs.void_Update_","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.Addressables","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.ApplyDamage","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.BattleBridge","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.BattleContract","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.BuildCapabilitySnapshot","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.BuildReadiness","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.ChangePhase","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.Coroutine","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.DamageText","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.DateTime_Now","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.DealDamage","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.FormationState","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.GameObject","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.IEnumerator","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.ItemSystem","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.MonoBehaviour","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.PageState","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.PlayerPrefs","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.RewardConfig","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.RunFlow","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.SaveData","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.SceneManager","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.ScriptableObject","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.StartCoroutine","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.Stopwatch","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.TalismanBag_BuildSandbox","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.Task_Delay","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.Thread_Sleep","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.Transform","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.TransitionPhase","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.UnifiedBattlePage","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.UnityEngine","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.V02FormationGridFrame","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.async_","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.event_","0","0","PASS"
"leak.runtime.CounterWindowAndPressurePrimitives.cs.void_Update_","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.Addressables","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.ApplyDamage","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.BattleBridge","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.BattleContract","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.BuildCapabilitySnapshot","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.BuildReadiness","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.ChangePhase","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.Coroutine","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.DamageText","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.DateTime_Now","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.DealDamage","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.FormationState","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.GameObject","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.IEnumerator","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.ItemSystem","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.MonoBehaviour","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.PageState","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.PlayerPrefs","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.RewardConfig","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.RunFlow","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.SaveData","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.SceneManager","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.ScriptableObject","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.StartCoroutine","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.Stopwatch","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.TalismanBag_BuildSandbox","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.Task_Delay","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.Thread_Sleep","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.Transform","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.TransitionPhase","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.UnifiedBattlePage","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.UnityEngine","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.V02FormationGridFrame","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.async_","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.event_","0","0","PASS"
"leak.runtime.CounterWindowAndPressureValidation.cs.void_Update_","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.Addressables","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.ApplyDamage","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.BattleBridge","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.BattleContract","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.BuildCapabilitySnapshot","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.BuildReadiness","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.ChangePhase","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.Coroutine","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.DamageText","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.DateTime_Now","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.DealDamage","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.FormationState","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.GameObject","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.IEnumerator","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.ItemSystem","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.MonoBehaviour","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.PageState","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.PlayerPrefs","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.RewardConfig","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.RunFlow","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.SaveData","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.SceneManager","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.ScriptableObject","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.StartCoroutine","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.Stopwatch","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.TalismanBag_BuildSandbox","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.Task_Delay","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.Thread_Sleep","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.Transform","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.TransitionPhase","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.UnifiedBattlePage","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.UnityEngine","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.V02FormationGridFrame","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.async_","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.event_","0","0","PASS"
"leak.runtime.CounterWindowSnapshots.cs.void_Update_","0","0","PASS"
"leak.runtime.total","0","0","PASS"
"legacy.hash.Assets__Game_Scripts_TalismanBag_BuildSandbox_BuildProblemRuleConfigs_cs","14BF83188C3A318182CAC179C9DA66E9C6E6FF70B33A52DD0B5734F3C9B86060","14BF83188C3A318182CAC179C9DA66E9C6E6FF70B33A52DD0B5734F3C9B86060","PASS"
"legacy.hash.Assets__Game_Scripts_TalismanBag_BuildSandbox_BuildProblemSeedData_cs","A9E50C94D79F53C7065697CF57977548AEDC383B97A5A888ADC6C9EE59B965F4","A9E50C94D79F53C7065697CF57977548AEDC383B97A5A888ADC6C9EE59B965F4","PASS"
"legacy.hash.Assets__Game_Scripts_TalismanBag_BuildSandbox_EnemyBossValidationPool_cs","C2049E9FF6ACB3E92C2484B223D301DE14ED29BE3704825BD0C5262DFB8DDFF9","C2049E9FF6ACB3E92C2484B223D301DE14ED29BE3704825BD0C5262DFB8DDFF9","PASS"
"lookup.null","false","evaluated","PASS"
"lookup.pressure.exact","true","evaluated","PASS"
"lookup.pressure.ordinalCase","false","evaluated","PASS"
"lookup.window.exact","true","evaluated","PASS"
"lookup.window.ordinalCase","false","evaluated","PASS"
"package.expectedFiles","16","16","PASS"
"package.guid.BuildPressureSnapshots.cs.meta","unique","cbbf1c13ea28431b99318776c72115a3 x1","PASS"
"package.guid.CounterWindowAndPressurePrimitives.cs.meta","unique","68c2c7db404547ab9f608838797b7ccd x1","PASS"
"package.guid.CounterWindowAndPressureSchemaVerifier.cs.meta","unique","524b3121866947ce866109ba0982ea5f x1","PASS"
"package.guid.CounterWindowAndPressureValidation.cs.meta","unique","f1198c273a5d4335b49ae85156df8b24 x1","PASS"
"package.guid.CounterWindowSnapshots.cs.meta","unique","8d84c4ee29054374898437cba4ab0de1 x1","PASS"
"package.guid.PressureWindow.meta","unique","8d50b39c47ef4cb0b880f42ad15510e6 x1","PASS"
"package.guidConflicts","0","0","PASS"
"package.pressureWindowFiles","8","8","PASS"
"package.reportFiles","5","5","PASS"
"package.trailingWhitespace","0","0","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_Editor_EnemySystem_EncounterCompositionSchemaVerifier_cs","894CB9B8C0E1DB591A501FD0DC54A220FEDFD6459A2C3FF2D2F3C8B31E4785A0","894CB9B8C0E1DB591A501FD0DC54A220FEDFD6459A2C3FF2D2F3C8B31E4785A0","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_Editor_EnemySystem_EnemyDomainDataContractVerifier_cs","ACF3AEC47318CC09511610430822663F70968EBDA8E26A573F3F9DE3B5A6600E","ACF3AEC47318CC09511610430822663F70968EBDA8E26A573F3F9DE3B5A6600E","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_Editor_EnemySystem_EnemyMechanicVocabularyVerifier_cs","4C3D56DAC6C4D610C4247B735097985E5C0CEAFC9FCC353FEAEC280E89F448F9","4C3D56DAC6C4D610C4247B735097985E5C0CEAFC9FCC353FEAEC280E89F448F9","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_Editor_EnemySystem_EnemySkillBossPhaseSchemaVerifier_cs","3C7892A7A73A1464EE2D797B8F617EBA1639B1C7C6D4330FC166F64B32DAB267","3C7892A7A73A1464EE2D797B8F617EBA1639B1C7C6D4330FC166F64B32DAB267","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_Editor_EnemySystem_EnemyValidationContentNormalizeVerifier_cs","D8C971D5F14F99514A7ACDA0287A4208C182DF8A21243D79B46C5EBCE1DD9449","D8C971D5F14F99514A7ACDA0287A4208C182DF8A21243D79B46C5EBCE1DD9449","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_Editor_EnemySystem_EnemyValidationContentNormalizer_cs","452407A53E122E461AA133D78A3A3A445BDFF9B595E870E9E9FEDE7CE9283199","452407A53E122E461AA133D78A3A3A445BDFF9B595E870E9E9FEDE7CE9283199","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Composition_EncounterCompositionPrimitives_cs","9AC645930ED3BB4ADF6B0DFDB544534C0F5FFEA19F82F734CDF79FCA0B6A9224","9AC645930ED3BB4ADF6B0DFDB544534C0F5FFEA19F82F734CDF79FCA0B6A9224","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Composition_EncounterCompositionSnapshots_cs","33F0453F453AFA15198EADAC711E93C9F122FF080671BBD0D0B9D98A4DC19472","33F0453F453AFA15198EADAC711E93C9F122FF080671BBD0D0B9D98A4DC19472","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Composition_EncounterCompositionValidation_cs","72CA62B3CD893FC5C18BB11EFA99F2C466FB1867647DFBDB4231ECEC1BA8AFD7","72CA62B3CD893FC5C18BB11EFA99F2C466FB1867647DFBDB4231ECEC1BA8AFD7","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Contracts_EnemyDomainReferences_cs","777DA9A7370562961D34346D3604DE9C345F2B634435152B0BF0EB4CEA135E71","777DA9A7370562961D34346D3604DE9C345F2B634435152B0BF0EB4CEA135E71","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Contracts_EnemyDomainSnapshot_cs","AB1004B8ABB5C96794BB1B17B7314232E7FD439A08745B9BBDA17FEFBF9CCB1B","AB1004B8ABB5C96794BB1B17B7314232E7FD439A08745B9BBDA17FEFBF9CCB1B","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Contracts_EnemyDomainValidation_cs","44CAA85CE869E6EB6B6859328E2ED0BE496809184DACBD187435AD35BC462D80","44CAA85CE869E6EB6B6859328E2ED0BE496809184DACBD187435AD35BC462D80","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Domain_EnemyArchetypeSnapshots_cs","7D459972E78C5ACF768A296B679A00B4874DFC5497E47FC553DB82288F58C1FE","7D459972E78C5ACF768A296B679A00B4874DFC5497E47FC553DB82288F58C1FE","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Domain_EnemyDomainPrimitives_cs","83114BBA194226EC539A9BC401FF791AC8A76560B845E8D1B7F8E662C8122DC8","83114BBA194226EC539A9BC401FF791AC8A76560B845E8D1B7F8E662C8122DC8","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Normalization_EnemyValidationContentNormalizerCore_cs","67A6D732BADA10EF77E38CF4AEC6A2519D6D8DFFF924C6D2409FA976BAD9D8F4","67A6D732BADA10EF77E38CF4AEC6A2519D6D8DFFF924C6D2409FA976BAD9D8F4","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Normalization_EnemyValidationContentSnapshot_cs","DABB846698AFFF031C242DEFBA1F3D92F7905A64DDA61D8FFF83DD30DA0C1628","DABB846698AFFF031C242DEFBA1F3D92F7905A64DDA61D8FFF83DD30DA0C1628","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_SkillPhase_BossPhaseSnapshots_cs","B2FD5AA3367A8950D96F57AFC89C134B89A13A0557B55FDA4593DC78452F70F2","B2FD5AA3367A8950D96F57AFC89C134B89A13A0557B55FDA4593DC78452F70F2","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_SkillPhase_EnemySkillBossPhasePrimitives_cs","4F08886ABE8E6E7C9988E515A4CDDDD09D413001EF0B07E0FAFF3DADFE6FB6B6","4F08886ABE8E6E7C9988E515A4CDDDD09D413001EF0B07E0FAFF3DADFE6FB6B6","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_SkillPhase_EnemySkillBossPhaseValidation_cs","A175DF86360A993E9EE334D0EEE19C47725EB4CAED6BE613AA2788CD67CFB959","A175DF86360A993E9EE334D0EEE19C47725EB4CAED6BE613AA2788CD67CFB959","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_SkillPhase_EnemySkillPatternSnapshots_cs","22A2FD124F32908141B93EB964D5DD1B3F099EF44BE72C9F367EF86557A2F499","22A2FD124F32908141B93EB964D5DD1B3F099EF44BE72C9F367EF86557A2F499","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Vocabulary_DefaultEnemyMechanicVocabularyCatalog_cs","6C20B76D1FF7493A3459A3D2C6FD09D7EB38ED8097A999845E92C9E93FBEBE5B","6C20B76D1FF7493A3459A3D2C6FD09D7EB38ED8097A999845E92C9E93FBEBE5B","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Vocabulary_EnemyVocabularyModel_cs","243CFBF2E781171AF84AC49BAB1DC733E02207D02FB1A5C52AA46205FEE7AD78","243CFBF2E781171AF84AC49BAB1DC733E02207D02FB1A5C52AA46205FEE7AD78","PASS"
"protected.hash.Assets__Game_Scripts_TalismanBag_EnemySystem_Vocabulary_EnemyVocabularyValidation_cs","49AE47A77CD5DC74CD3B7CBF1B86F1DB004FD0B4D40DB83AD5C7DBEB6FE8FA76","49AE47A77CD5DC74CD3B7CBF1B86F1DB004FD0B4D40DB83AD5C7DBEB6FE8FA76","PASS"
"requirements.allRequired","present","evaluated","PASS"
"requirements.anyRequired","present","evaluated","PASS"
"requirements.recommended","present","evaluated","PASS"
"reuse.pressureBySources","PASS","PASS","PASS"
"reuse.pressureToWindows","PASS","PASS","PASS"
"reuse.sourceToPressures","PASS","PASS","PASS"
"reuse.windowBySources","PASS","PASS","PASS"
"reuse.windowToPressures","PASS","PASS","PASS"
"schema.id","CounterWindowAndPressure.v1","CounterWindowAndPressure.v1","PASS"
"schema.version","1","1","PASS"
"signature.binding.fullChanges","different","sha256:595fc8eba3388dcf44dc1e0ea9b89a5912174f2a86f4864e46d773a4f7d3d065","PASS"
"signature.binding.playerStable","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.condition.fullChanges","different","sha256:05e455d5e70b5271ebf853f31ae8d5cc1d560db831b8104fc2fd018594bd01e6","PASS"
"signature.condition.playerStable","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.developer.fullChanges","different","sha256:b4e4082c8a27e2ed019472dd2ca9830fdfc03e305d29b19f1f645f9f6d051930","PASS"
"signature.developer.playerStable","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.duration.fullChanges","different","sha256:320216dd5ee76098175e01b0ad2ab302fdcb8b311cf3a8e2264785583e80986a","PASS"
"signature.duration.playerStable","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.full.format","sha256:+64 lowercase hex","sha256:dbfdb3ffd3c91a4c40761b065aaa07278ba895e80f3ba6c04f6f1e006efe2ce9","PASS"
"signature.inputOrder.full","sha256:dbfdb3ffd3c91a4c40761b065aaa07278ba895e80f3ba6c04f6f1e006efe2ce9","sha256:dbfdb3ffd3c91a4c40761b065aaa07278ba895e80f3ba6c04f6f1e006efe2ce9","PASS"
"signature.inputOrder.player","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.player.format","sha256:+64 lowercase hex","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.pressurePlayer.fullChanges","different","sha256:6ac345de76cda53f02417e3d48142da74107e08d212d87cafabcf0c3107663ff","PASS"
"signature.pressurePlayer.playerChanges","different","sha256:86d8e831813f8511c4a381aa5ca195485c37c32eb2c28f8a658c28bb002c3e6c","PASS"
"signature.pressureWeight.fullChanges","different","sha256:dfedfcb73bf8f23ea989b692c1aea70946ad73b52f6cf151c7a611bd283995c0","PASS"
"signature.pressureWeight.playerStable","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.repeated.full","sha256:dbfdb3ffd3c91a4c40761b065aaa07278ba895e80f3ba6c04f6f1e006efe2ce9","sha256:dbfdb3ffd3c91a4c40761b065aaa07278ba895e80f3ba6c04f6f1e006efe2ce9","PASS"
"signature.repeated.player","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.requirementThreshold.fullChanges","different","sha256:cc7d4925422d5ac3e29d2e00e67a5efab34e056f7e62524070d92608e308f5ce","PASS"
"signature.requirementThreshold.playerStable","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","sha256:e1918c6a0068ed83e86286cae4a2185dbd21373c1114965027ca6298d66ab083","PASS"
"signature.windowPlayer.fullChanges","different","sha256:0e558a359321b53555399c14026720ab146985ff5168508cb798f4c8570ae881","PASS"
"signature.windowPlayer.playerChanges","different","sha256:b9a7c7b4fdca8a37516ab8d895ad943aef89870318c0f64d6c63b3e368fa76c2","PASS"
"validation.bindingIsolation","DEV_ISOLATION_INVALID","DEV_ISOLATION_INVALID","PASS"
"validation.capabilityDuplicate","BUILD_CAPABILITY_KEY_DUPLICATE","BUILD_CAPABILITY_KEY_DUPLICATE;BUILD_PRESSURE_REFERENCE_UNRESOLVED","PASS"
"validation.capabilityThreshold","MINIMUM_CAPABILITY_OUT_OF_RANGE","MINIMUM_CAPABILITY_OUT_OF_RANGE;BUILD_PRESSURE_REFERENCE_UNRESOLVED","PASS"
