caseId,category,expected,actual,validationCode,result
"generation-version-unsupported","request","GENERATION_VERSION_UNSUPPORTED","GENERATION_VERSION_UNSUPPORTED","GENERATION_VERSION_UNSUPPORTED","PASS"
"generation-status-empty","request","GENERATION_DATA_STATUS_EMPTY","GENERATION_DATA_STATUS_EMPTY","GENERATION_DATA_STATUS_EMPTY","PASS"
"generation-status-invalid","request","GENERATION_DATA_STATUS_INVALID","GENERATION_DATA_STATUS_INVALID","GENERATION_DATA_STATUS_INVALID","PASS"
"stat-schema-null","stat","STAT_SCHEMA_NULL","STAT_SCHEMA_NULL","STAT_SCHEMA_NULL","PASS"
"formal-empty-defaults-fail","isolation","STAT_PROFILE_MISSING","STAT_PROFILE_MISSING","STAT_PROFILE_MISSING","PASS"
"affix-schema-null","affix","AFFIX_SCHEMA_NULL","AFFIX_SCHEMA_NULL","AFFIX_SCHEMA_NULL","PASS"
"core-schema-null","core","CORE_SCHEMA_NULL","CORE_SCHEMA_NULL","CORE_SCHEMA_NULL","PASS"
"candidate-set-exhausted","random-affix","AFFIX_CANDIDATE_SET_EMPTY","AFFIX_CANDIDATE_SET_EMPTY","AFFIX_CANDIDATE_SET_EMPTY","PASS"
"affix-weight-overflow","random-affix","AFFIX_WEIGHT_SUM_OVERFLOW","AFFIX_WEIGHT_SUM_OVERFLOW","AFFIX_WEIGHT_SUM_OVERFLOW","PASS"
"affix-weight-zero","random-affix","AFFIX_WEIGHT_INVALID","AFFIX_WEIGHT_INVALID","AFFIX_WEIGHT_INVALID","PASS"
"build-profile-missing","build","BUILD_ROLL_PROFILE_MISSING","BUILD_ROLL_PROFILE_MISSING","BUILD_ROLL_PROFILE_MISSING","PASS"
"build-profile-rarity-mismatch","build","BUILD_ROLL_PROFILE_RARITY_MISMATCH","BUILD_ROLL_PROFILE_RARITY_MISMATCH","BUILD_ROLL_PROFILE_RARITY_MISMATCH","PASS"
"build-entry-invalid","build","BUILD_ROLL_ENTRY_INVALID","BUILD_ROLL_ENTRY_INVALID","BUILD_ROLL_ENTRY_INVALID","PASS"
"build-null-entry-invalid","build","BUILD_ROLL_ENTRY_INVALID","BUILD_ROLL_ENTRY_INVALID","BUILD_ROLL_ENTRY_INVALID","PASS"
"build-weight-overflow","build","BUILD_WEIGHT_SUM_OVERFLOW","BUILD_WEIGHT_SUM_OVERFLOW","BUILD_WEIGHT_SUM_OVERFLOW","PASS"
"core-identity-mismatch","core","CORE_PROFILE_IDENTITY_MISMATCH","CORE_PROFILE_IDENTITY_MISMATCH","CORE_PROFILE_IDENTITY_MISMATCH","PASS"
"range-invalid","range","RANGE_INVALID","RANGE_INVALID","RANGE_INVALID","PASS"
"range-step-invalid","range","RANGE_STEP_INVALID","RANGE_STEP_INVALID","RANGE_STEP_INVALID","PASS"
"range-step-misaligned","range","RANGE_STEP_INVALID","RANGE_STEP_INVALID","RANGE_STEP_INVALID","PASS"
"range-cardinality-unsupported","range","RANGE_CARDINALITY_UNSUPPORTED","RANGE_CARDINALITY_UNSUPPORTED","RANGE_CARDINALITY_UNSUPPORTED","PASS"
"result-stats-readonly","readonly","true","true","NONE","PASS"
"result-affixes-readonly","readonly","true","true","NONE","PASS"
"core-eligible-readonly","readonly","true","true","NONE","PASS"
"errors-readonly","readonly","true","true","NONE","PASS"
"failure-has-no-snapshot","failure","true","true","NONE","PASS"
"snapshot-properties-get-only","readonly","true","true","NONE","PASS"
"forbidden-output-fields-absent","contract","true","true","NONE","PASS"
"request-schema-source-not-mutated","readonly","true","true","NONE","PASS"
"build-domain-does-not-disturb-stats-affixes","domain","true","true","NONE","PASS"
