sourceKind,sourceId,relationKind,targetKind,targetId,owningComponentId,resolved,isolationCompatible,developerOnly,fixtureOnly
MapRule,dev_map_lamp_shortage,MapRuleMechanicProfile,MechanicProfile,dev_boss_paper_faces,E03,true,true,true,true
MapRule,dev_map_lamp_shortage,MapRuleMechanicProfile,MechanicProfile,dev_enemy_burst_problem,E03,true,true,true,true
MapRule,dev_map_lamp_shortage,MapRuleMechanicProfile,MechanicProfile,dev_enemy_caster_problem,E03,true,true,true,true
MapRule,dev_map_night_watch_lamp_out,MapRuleMechanicProfile,MechanicProfile,dev_boss_spirit_thief_core,E03,true,true,true,true
MapRule,dev_map_night_watch_lamp_out,MapRuleMechanicProfile,MechanicProfile,dev_enemy_burst_problem,E03,true,true,true,true
MapRule,dev_map_night_watch_lamp_out,MapRuleMechanicProfile,MechanicProfile,dev_enemy_seal_problem,E03,true,true,true,true
MapRule,dev_map_old_lane_echo,MapRuleMechanicProfile,MechanicProfile,dev_boss_paper_faces,E03,true,true,true,true
MapRule,dev_map_old_lane_echo,MapRuleMechanicProfile,MechanicProfile,dev_enemy_swarm_problem,E03,true,true,true,true
MapRule,dev_map_old_lane_echo,MapRuleMechanicProfile,MechanicProfile,dev_enemy_thick_blood_problem,E03,true,true,true,true
MapRule,dev_map_talisman_paper_damp,MapRuleMechanicProfile,MechanicProfile,dev_boss_dirty_dream_mother,E03,true,true,true,true
MapRule,dev_map_talisman_paper_damp,MapRuleMechanicProfile,MechanicProfile,dev_enemy_poison_burn_problem,E03,true,true,true,true
MapRule,dev_map_talisman_paper_damp,MapRuleMechanicProfile,MechanicProfile,dev_enemy_thick_blood_problem,E03,true,true,true,true
Encounter,dev_encounter_fixture_alpha,EncounterMapRule,MapRule,dev_map_black_furnace_smoke,E04,true,true,true,true
Encounter,dev_encounter_fixture_alpha,EncounterMapRule,MapRule,dev_map_bluestone_damp,E04,true,true,true,true
Encounter,dev_encounter_fixture_beta,EncounterMapRule,MapRule,dev_map_old_lane_echo,E04,true,true,true,true
SkillPattern,dev_skill_fixture_core_channel,SkillPatternMechanicProfile,MechanicProfile,dev_boss_spirit_thief_core,E05,true,true,true,true
SkillPattern,dev_skill_fixture_guard_cast,SkillPatternMechanicProfile,MechanicProfile,dev_enemy_caster_problem,E05,true,true,true,true
SkillPattern,dev_skill_fixture_pressure_channel,SkillPatternMechanicProfile,MechanicProfile,dev_enemy_caster_problem,E05,true,true,true,true
SkillPattern,dev_skill_fixture_spirit_pulse,SkillPatternMechanicProfile,MechanicProfile,dev_boss_spirit_thief_core,E05,true,true,true,true
SkillSequence,dev_sequence_fixture_boss_pressure,SkillSequencePattern,SkillPattern,dev_skill_fixture_core_channel,E05,true,true,true,true
SkillSequence,dev_sequence_fixture_boss_pressure,SkillSequencePattern,SkillPattern,dev_skill_fixture_spirit_pulse,E05,true,true,true,true
SkillSequence,dev_sequence_fixture_enemy_echo,SkillSequencePattern,SkillPattern,dev_skill_fixture_pressure_channel,E05,true,true,true,true
SkillSequence,dev_sequence_fixture_enemy_pressure,SkillSequencePattern,SkillPattern,dev_skill_fixture_guard_cast,E05,true,true,true,true
SkillSequence,dev_sequence_fixture_enemy_pressure,SkillSequencePattern,SkillPattern,dev_skill_fixture_pressure_channel,E05,true,true,true,true
BossPhase,dev_phase_fixture_opening,BossPhaseSequence,SkillSequence,dev_sequence_fixture_boss_pressure,E05,true,true,true,true
BossPhase,dev_phase_fixture_pressure,BossPhaseSequence,SkillSequence,dev_sequence_fixture_boss_pressure,E05,true,true,true,true
BossPhase,dev_phase_fixture_signal,BossPhaseSequence,SkillSequence,dev_sequence_fixture_boss_pressure,E05,true,true,true,true
BossPhasePlan,dev_boss_caster_zhenhun,BossPlanPhase,BossPhase,dev_phase_fixture_opening,E05,true,true,true,true
BossPhasePlan,dev_boss_caster_zhenhun,BossPlanPhase,BossPhase,dev_phase_fixture_pressure,E05,true,true,true,true
BossPhasePlan,dev_boss_caster_zhenhun,BossPlanPhase,BossPhase,dev_phase_fixture_signal,E05,true,true,true,true
BossPhasePlan,dev_boss_energy_juneng,BossPlanPhase,BossPhase,dev_phase_fixture_opening,E05,true,true,true,true
BossPhasePlan,dev_boss_energy_juneng,BossPlanPhase,BossPhase,dev_phase_fixture_pressure,E05,true,true,true,true
BossPhasePlan,dev_boss_energy_juneng,BossPlanPhase,BossPhase,dev_phase_fixture_signal,E05,true,true,true,true
BuildPressureProfile,dev_pressure_fixture_cast,PressureCounterWindow,CounterWindow,dev_window_fixture_interrupt,E06,true,true,true,true
BuildPressureProfile,dev_pressure_fixture_cast,PressureCounterWindow,CounterWindow,dev_window_fixture_phase_counter,E06,true,true,true,true
BuildPressureProfile,dev_pressure_fixture_formation,PressureCounterWindow,CounterWindow,dev_window_fixture_phase_counter,E06,true,true,true,true
BuildPressureProfile,dev_pressure_fixture_shield,PressureCounterWindow,CounterWindow,dev_window_fixture_interrupt,E06,true,true,true,true
BuildPressureProfile,dev_pressure_fixture_shield,PressureCounterWindow,CounterWindow,dev_window_fixture_shell_break,E06,true,true,true,true
OptionalRegistry,MapRule:dev_map_black_furnace_smoke,OptionalRegistryReference,MapRule,dev_map_black_furnace_smoke,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_bluestone_crack,OptionalRegistryReference,MapRule,dev_map_bluestone_crack,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_bluestone_damp,OptionalRegistryReference,MapRule,dev_map_bluestone_damp,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_copper_bell_night,OptionalRegistryReference,MapRule,dev_map_copper_bell_night,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_formation_eye_shift,OptionalRegistryReference,MapRule,dev_map_formation_eye_shift,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_furnace_ash_fall,OptionalRegistryReference,MapRule,dev_map_furnace_ash_fall,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_lamp_shortage,OptionalRegistryReference,MapRule,dev_map_lamp_shortage,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_night_watch_lamp_out,OptionalRegistryReference,MapRule,dev_map_night_watch_lamp_out,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_old_lane_echo,OptionalRegistryReference,MapRule,dev_map_old_lane_echo,E01,true,true,true,true
OptionalRegistry,MapRule:dev_map_talisman_paper_damp,OptionalRegistryReference,MapRule,dev_map_talisman_paper_damp,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_boss_black_furnace_complex_eye,OptionalRegistryReference,MechanicProfile,dev_boss_black_furnace_complex_eye,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_boss_black_furnace_shell,OptionalRegistryReference,MechanicProfile,dev_boss_black_furnace_shell,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_boss_bronze_formation_general,OptionalRegistryReference,MechanicProfile,dev_boss_bronze_formation_general,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_boss_dirty_dream_mother,OptionalRegistryReference,MechanicProfile,dev_boss_dirty_dream_mother,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_boss_paper_faces,OptionalRegistryReference,MechanicProfile,dev_boss_paper_faces,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_boss_spirit_thief_core,OptionalRegistryReference,MechanicProfile,dev_boss_spirit_thief_core,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_burst_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_burst_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_caster_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_caster_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_formation_eye_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_formation_eye_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_poison_burn_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_poison_burn_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_polluted_tile_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_polluted_tile_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_seal_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_seal_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_shield_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_shield_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_spirit_thief_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_spirit_thief_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_swarm_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_swarm_problem,E01,true,true,true,true
OptionalRegistry,MechanicProfile:dev_enemy_thick_blood_problem,OptionalRegistryReference,MechanicProfile,dev_enemy_thick_blood_problem,E01,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_opening/slot_burning,EncounterSlotCarrier,Enemy,dev_enemy_burning_wisp,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_opening/slot_burning,EncounterSlotMechanicProfile,MechanicProfile,dev_enemy_poison_burn_problem,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_opening/slot_poison,EncounterSlotCarrier,Enemy,dev_enemy_poison_cultist,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_opening/slot_poison,EncounterSlotMechanicProfile,MechanicProfile,dev_enemy_poison_burn_problem,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_pressure/slot_boss,EncounterSlotCarrier,Boss,dev_boss_shield_jinglei,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_pressure/slot_boss,EncounterSlotMechanicProfile,MechanicProfile,dev_boss_black_furnace_shell,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_pressure/slot_guard,EncounterSlotCarrier,Enemy,dev_enemy_shield_guard,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_alpha/wave_pressure/slot_guard,EncounterSlotMechanicProfile,MechanicProfile,dev_enemy_shield_problem,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_beta/wave_baseline/slot_baseline_exception,EncounterSlotCarrier,Enemy,dev_enemy_basic,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_beta/wave_reuse/slot_reused_carrier,EncounterSlotCarrier,Enemy,dev_enemy_poison_cultist,E04,true,true,true,true
EncounterSlot,dev_encounter_fixture_beta/wave_reuse/slot_reused_carrier,EncounterSlotMechanicProfile,MechanicProfile,dev_enemy_poison_burn_problem,E04,true,true,true,true
CarrierSkillBinding,Boss:dev_boss_caster_zhenhun,CarrierSkillSequence,SkillSequence,dev_sequence_fixture_boss_pressure,E05,true,true,true,true
CarrierSkillBinding,Boss:dev_boss_energy_juneng,CarrierSkillSequence,SkillSequence,dev_sequence_fixture_boss_pressure,E05,true,true,true,true
CarrierSkillBinding,Enemy:dev_enemy_caster_chanter,CarrierSkillSequence,SkillSequence,dev_sequence_fixture_enemy_echo,E05,true,true,true,true
CarrierSkillBinding,Enemy:dev_enemy_caster_chanter,CarrierSkillSequence,SkillSequence,dev_sequence_fixture_enemy_pressure,E05,true,true,true,true
PressureSource,dev_pressure_fixture_cast|BossPhase|dev_phase_fixture_pressure,PressureSourceTarget,BossPhase,dev_phase_fixture_pressure,E06,true,true,true,true
PressureSource,dev_pressure_fixture_cast|MechanicProfile|dev_enemy_caster_problem,PressureSourceTarget,MechanicProfile,dev_enemy_caster_problem,E06,true,true,true,true
PressureSource,dev_pressure_fixture_cast|SkillPattern|dev_skill_fixture_pressure_channel,PressureSourceTarget,SkillPattern,dev_skill_fixture_pressure_channel,E06,true,true,true,true
PressureSource,dev_pressure_fixture_shield|MapRule|dev_map_black_furnace_smoke,PressureSourceTarget,MapRule,dev_map_black_furnace_smoke,E06,true,true,true,true
PressureSource,dev_pressure_fixture_shield|MechanicProfile|dev_enemy_shield_problem,PressureSourceTarget,MechanicProfile,dev_enemy_shield_problem,E06,true,true,true,true
PressureSource,dev_pressure_fixture_status|MechanicProfile|dev_enemy_caster_problem,PressureSourceTarget,MechanicProfile,dev_enemy_caster_problem,E06,true,true,true,true
CounterWindowSource,dev_window_fixture_interrupt|SkillPattern|dev_skill_fixture_pressure_channel,CounterWindowSourceTarget,SkillPattern,dev_skill_fixture_pressure_channel,E06,true,true,true,true
CounterWindowSource,dev_window_fixture_phase_counter|BossPhase|dev_phase_fixture_pressure,CounterWindowSourceTarget,BossPhase,dev_phase_fixture_pressure,E06,true,true,true,true
CounterWindowSource,dev_window_fixture_shell_break|MapRule|dev_map_black_furnace_smoke,CounterWindowSourceTarget,MapRule,dev_map_black_furnace_smoke,E06,true,true,true,true
CounterWindowSource,dev_window_fixture_shell_break|MechanicProfile|dev_enemy_shield_problem,CounterWindowSourceTarget,MechanicProfile,dev_enemy_shield_problem,E06,true,true,true,true
