chapterId,chapterIndex,stageId,stageIndex,encounterNodeId,zoneId,isBossStage,stopBeforeBossAfterWin,requiresManualBossChallenge,contentBindingSlotId,bossProfileId,bossResolutionMode,beforeChapterTutorialHookId,beforeChapterStoryHookId,beforeStageTutorialHookId,beforeStageStoryHookId,afterResultTutorialHookId,afterResultStoryHookId,beforeBossTutorialHookId,beforeBossStoryHookId,beforeBossChallengeTutorialHookId,beforeBossChallengeStoryHookId,afterBossResultTutorialHookId,afterBossResultStoryHookId,beforeNextChapterUnlockTutorialHookId,beforeNextChapterUnlockStoryHookId,dropCandidateHookId,devOnly,isEnabled,formalFlow
"bone_aspect_chapter_2","2","2-1","1","bone_aspect_node_c2_01_parking_entrance","bone_aspect_node_c2_01_parking_entrance","false","false","false","bline.content_binding_slot.c2.s1","","None","bline.chapter_flow.before_chapter.c2.s1.tutorial","bline.chapter_flow.before_chapter.c2.s1.story","bline.chapter_flow.before_stage.c2.s1.tutorial","bline.chapter_flow.before_stage.c2.s1.story","bline.chapter_flow.after_result.c2.s1.tutorial","bline.chapter_flow.after_result.c2.s1.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s1.contract","true","false","false"
"bone_aspect_chapter_2","2","2-2","2","bone_aspect_node_c2_01_parking_entrance","bone_aspect_node_c2_01_parking_entrance","false","false","false","bline.content_binding_slot.c2.s2","","None","","","bline.chapter_flow.before_stage.c2.s2.tutorial","bline.chapter_flow.before_stage.c2.s2.story","bline.chapter_flow.after_result.c2.s2.tutorial","bline.chapter_flow.after_result.c2.s2.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s2.contract","true","false","false"
"bone_aspect_chapter_2","2","2-3","3","bone_aspect_node_c2_01_parking_entrance","bone_aspect_node_c2_01_parking_entrance","false","false","false","bline.content_binding_slot.c2.s3","","None","","","bline.chapter_flow.before_stage.c2.s3.tutorial","bline.chapter_flow.before_stage.c2.s3.story","bline.chapter_flow.after_result.c2.s3.tutorial","bline.chapter_flow.after_result.c2.s3.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s3.contract","true","false","false"
"bone_aspect_chapter_2","2","2-4","4","bone_aspect_node_c2_02_rakshasa_market_street","bone_aspect_node_c2_02_rakshasa_market_street","false","false","false","bline.content_binding_slot.c2.s4","","None","","","bline.chapter_flow.before_stage.c2.s4.tutorial","bline.chapter_flow.before_stage.c2.s4.story","bline.chapter_flow.after_result.c2.s4.tutorial","bline.chapter_flow.after_result.c2.s4.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s4.contract","true","false","false"
"bone_aspect_chapter_2","2","2-5","5","bone_aspect_node_c2_02_rakshasa_market_street","bone_aspect_node_c2_02_rakshasa_market_street","false","false","false","bline.content_binding_slot.c2.s5","","None","","","bline.chapter_flow.before_stage.c2.s5.tutorial","bline.chapter_flow.before_stage.c2.s5.story","bline.chapter_flow.after_result.c2.s5.tutorial","bline.chapter_flow.after_result.c2.s5.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s5.contract","true","false","false"
"bone_aspect_chapter_2","2","2-6","6","bone_aspect_node_c2_02_rakshasa_market_street","bone_aspect_node_c2_02_rakshasa_market_street","false","false","false","bline.content_binding_slot.c2.s6","","None","","","bline.chapter_flow.before_stage.c2.s6.tutorial","bline.chapter_flow.before_stage.c2.s6.story","bline.chapter_flow.after_result.c2.s6.tutorial","bline.chapter_flow.after_result.c2.s6.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s6.contract","true","false","false"
"bone_aspect_chapter_2","2","2-7","7","bone_aspect_node_c2_02_rakshasa_market_street","bone_aspect_node_c2_02_rakshasa_market_street","false","false","false","bline.content_binding_slot.c2.s7","","None","","","bline.chapter_flow.before_stage.c2.s7.tutorial","bline.chapter_flow.before_stage.c2.s7.story","bline.chapter_flow.after_result.c2.s7.tutorial","bline.chapter_flow.after_result.c2.s7.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s7.contract","true","false","false"
"bone_aspect_chapter_2","2","2-8","8","bone_aspect_node_c2_03_bone_auction_hall","bone_aspect_node_c2_03_bone_auction_hall","false","false","false","bline.content_binding_slot.c2.s8","","None","","","bline.chapter_flow.before_stage.c2.s8.tutorial","bline.chapter_flow.before_stage.c2.s8.story","bline.chapter_flow.after_result.c2.s8.tutorial","bline.chapter_flow.after_result.c2.s8.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s8.contract","true","false","false"
"bone_aspect_chapter_2","2","2-9","9","bone_aspect_node_c2_03_bone_auction_hall","bone_aspect_node_c2_03_bone_auction_hall","false","true","false","bline.content_binding_slot.c2.s9","","None","","","bline.chapter_flow.before_stage.c2.s9.tutorial","bline.chapter_flow.before_stage.c2.s9.story","bline.chapter_flow.after_result.c2.s9.tutorial","bline.chapter_flow.after_result.c2.s9.story","bline.chapter_flow.before_boss_gate.c2.s9.tutorial","bline.chapter_flow.before_boss_gate.c2.s9.story","","","","","","","bline.chapter_flow.drop_candidate_preview.c2.s9.contract","true","false","false"
"bone_aspect_chapter_2","2","2-10","10","bone_aspect_node_c2_03_bone_auction_hall","bone_aspect_node_c2_03_bone_auction_hall","true","false","true","","bone_aspect_boss_c2_identity_bidder","RouteCompletion","","","bline.chapter_flow.before_stage.c2.s10.tutorial","bline.chapter_flow.before_stage.c2.s10.story","bline.chapter_flow.after_result.c2.s10.tutorial","bline.chapter_flow.after_result.c2.s10.story","","","bline.chapter_flow.before_boss_challenge.c2.s10.tutorial","bline.chapter_flow.before_boss_challenge.c2.s10.story","bline.chapter_flow.after_boss_result.c2.s10.tutorial","bline.chapter_flow.after_boss_result.c2.s10.story","bline.chapter_flow.before_next_chapter_unlock.c2.s10.tutorial","bline.chapter_flow.before_next_chapter_unlock.c2.s10.story","","true","false","false"
"bone_aspect_chapter_3","3","3-1","1","bone_aspect_node_c3_01_abandoned_mountain_path","bone_aspect_node_c3_01_abandoned_mountain_path","false","false","false","bline.content_binding_slot.c3.s1","","None","bline.chapter_flow.before_chapter.c3.s1.tutorial","bline.chapter_flow.before_chapter.c3.s1.story","bline.chapter_flow.before_stage.c3.s1.tutorial","bline.chapter_flow.before_stage.c3.s1.story","bline.chapter_flow.after_result.c3.s1.tutorial","bline.chapter_flow.after_result.c3.s1.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s1.contract","true","false","false"
"bone_aspect_chapter_3","3","3-2","2","bone_aspect_node_c3_01_abandoned_mountain_path","bone_aspect_node_c3_01_abandoned_mountain_path","false","false","false","bline.content_binding_slot.c3.s2","","None","","","bline.chapter_flow.before_stage.c3.s2.tutorial","bline.chapter_flow.before_stage.c3.s2.story","bline.chapter_flow.after_result.c3.s2.tutorial","bline.chapter_flow.after_result.c3.s2.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s2.contract","true","false","false"
"bone_aspect_chapter_3","3","3-3","3","bone_aspect_node_c3_01_abandoned_mountain_path","bone_aspect_node_c3_01_abandoned_mountain_path","false","false","false","bline.content_binding_slot.c3.s3","","None","","","bline.chapter_flow.before_stage.c3.s3.tutorial","bline.chapter_flow.before_stage.c3.s3.story","bline.chapter_flow.after_result.c3.s3.tutorial","bline.chapter_flow.after_result.c3.s3.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s3.contract","true","false","false"
"bone_aspect_chapter_3","3","3-4","4","bone_aspect_node_c3_02_collapsed_mountain_gate","bone_aspect_node_c3_02_collapsed_mountain_gate","false","false","false","bline.content_binding_slot.c3.s4","","None","","","bline.chapter_flow.before_stage.c3.s4.tutorial","bline.chapter_flow.before_stage.c3.s4.story","bline.chapter_flow.after_result.c3.s4.tutorial","bline.chapter_flow.after_result.c3.s4.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s4.contract","true","false","false"
"bone_aspect_chapter_3","3","3-5","5","bone_aspect_node_c3_02_collapsed_mountain_gate","bone_aspect_node_c3_02_collapsed_mountain_gate","false","false","false","bline.content_binding_slot.c3.s5","","None","","","bline.chapter_flow.before_stage.c3.s5.tutorial","bline.chapter_flow.before_stage.c3.s5.story","bline.chapter_flow.after_result.c3.s5.tutorial","bline.chapter_flow.after_result.c3.s5.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s5.contract","true","false","false"
"bone_aspect_chapter_3","3","3-6","6","bone_aspect_node_c3_02_collapsed_mountain_gate","bone_aspect_node_c3_02_collapsed_mountain_gate","false","false","false","bline.content_binding_slot.c3.s6","","None","","","bline.chapter_flow.before_stage.c3.s6.tutorial","bline.chapter_flow.before_stage.c3.s6.story","bline.chapter_flow.after_result.c3.s6.tutorial","bline.chapter_flow.after_result.c3.s6.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s6.contract","true","false","false"
"bone_aspect_chapter_3","3","3-7","7","bone_aspect_node_c3_02_collapsed_mountain_gate","bone_aspect_node_c3_02_collapsed_mountain_gate","false","false","false","bline.content_binding_slot.c3.s7","","None","","","bline.chapter_flow.before_stage.c3.s7.tutorial","bline.chapter_flow.before_stage.c3.s7.story","bline.chapter_flow.after_result.c3.s7.tutorial","bline.chapter_flow.after_result.c3.s7.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s7.contract","true","false","false"
"bone_aspect_chapter_3","3","3-8","8","bone_aspect_node_c3_03_memory_hall_array_eye","bone_aspect_node_c3_03_memory_hall_array_eye","false","false","false","bline.content_binding_slot.c3.s8","","None","","","bline.chapter_flow.before_stage.c3.s8.tutorial","bline.chapter_flow.before_stage.c3.s8.story","bline.chapter_flow.after_result.c3.s8.tutorial","bline.chapter_flow.after_result.c3.s8.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s8.contract","true","false","false"
"bone_aspect_chapter_3","3","3-9","9","bone_aspect_node_c3_03_memory_hall_array_eye","bone_aspect_node_c3_03_memory_hall_array_eye","false","true","false","bline.content_binding_slot.c3.s9","","None","","","bline.chapter_flow.before_stage.c3.s9.tutorial","bline.chapter_flow.before_stage.c3.s9.story","bline.chapter_flow.after_result.c3.s9.tutorial","bline.chapter_flow.after_result.c3.s9.story","bline.chapter_flow.before_boss_gate.c3.s9.tutorial","bline.chapter_flow.before_boss_gate.c3.s9.story","","","","","","","bline.chapter_flow.drop_candidate_preview.c3.s9.contract","true","false","false"
"bone_aspect_chapter_3","3","3-10","10","bone_aspect_node_c3_03_memory_hall_array_eye","bone_aspect_node_c3_03_memory_hall_array_eye","true","false","true","","bone_aspect_boss_c3_array_eye_guardian","YieldAndAllowPassage","","","bline.chapter_flow.before_stage.c3.s10.tutorial","bline.chapter_flow.before_stage.c3.s10.story","bline.chapter_flow.after_result.c3.s10.tutorial","bline.chapter_flow.after_result.c3.s10.story","","","bline.chapter_flow.before_boss_challenge.c3.s10.tutorial","bline.chapter_flow.before_boss_challenge.c3.s10.story","bline.chapter_flow.after_boss_result.c3.s10.tutorial","bline.chapter_flow.after_boss_result.c3.s10.story","bline.chapter_flow.before_next_chapter_unlock.c3.s10.tutorial","bline.chapter_flow.before_next_chapter_unlock.c3.s10.story","","true","false","false"
"bone_aspect_chapter_4","4","4-1","1","bone_aspect_node_c4_01_sealed_ding_lane_defense","bone_aspect_node_c4_01_sealed_ding_lane_defense","false","false","false","bline.content_binding_slot.c4.s1","","None","bline.chapter_flow.before_chapter.c4.s1.tutorial","bline.chapter_flow.before_chapter.c4.s1.story","bline.chapter_flow.before_stage.c4.s1.tutorial","bline.chapter_flow.before_stage.c4.s1.story","bline.chapter_flow.after_result.c4.s1.tutorial","bline.chapter_flow.after_result.c4.s1.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s1.contract","true","false","false"
"bone_aspect_chapter_4","4","4-2","2","bone_aspect_node_c4_01_sealed_ding_lane_defense","bone_aspect_node_c4_01_sealed_ding_lane_defense","false","false","false","bline.content_binding_slot.c4.s2","","None","","","bline.chapter_flow.before_stage.c4.s2.tutorial","bline.chapter_flow.before_stage.c4.s2.story","bline.chapter_flow.after_result.c4.s2.tutorial","bline.chapter_flow.after_result.c4.s2.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s2.contract","true","false","false"
"bone_aspect_chapter_4","4","4-3","3","bone_aspect_node_c4_01_sealed_ding_lane_defense","bone_aspect_node_c4_01_sealed_ding_lane_defense","false","false","false","bline.content_binding_slot.c4.s3","","None","","","bline.chapter_flow.before_stage.c4.s3.tutorial","bline.chapter_flow.before_stage.c4.s3.story","bline.chapter_flow.after_result.c4.s3.tutorial","bline.chapter_flow.after_result.c4.s3.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s3.contract","true","false","false"
"bone_aspect_chapter_4","4","4-4","4","bone_aspect_node_c4_02_transformed_bone_shop","bone_aspect_node_c4_02_transformed_bone_shop","false","false","false","bline.content_binding_slot.c4.s4","","None","","","bline.chapter_flow.before_stage.c4.s4.tutorial","bline.chapter_flow.before_stage.c4.s4.story","bline.chapter_flow.after_result.c4.s4.tutorial","bline.chapter_flow.after_result.c4.s4.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s4.contract","true","false","false"
"bone_aspect_chapter_4","4","4-5","5","bone_aspect_node_c4_02_transformed_bone_shop","bone_aspect_node_c4_02_transformed_bone_shop","false","false","false","bline.content_binding_slot.c4.s5","","None","","","bline.chapter_flow.before_stage.c4.s5.tutorial","bline.chapter_flow.before_stage.c4.s5.story","bline.chapter_flow.after_result.c4.s5.tutorial","bline.chapter_flow.after_result.c4.s5.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s5.contract","true","false","false"
"bone_aspect_chapter_4","4","4-6","6","bone_aspect_node_c4_02_transformed_bone_shop","bone_aspect_node_c4_02_transformed_bone_shop","false","false","false","bline.content_binding_slot.c4.s6","","None","","","bline.chapter_flow.before_stage.c4.s6.tutorial","bline.chapter_flow.before_stage.c4.s6.story","bline.chapter_flow.after_result.c4.s6.tutorial","bline.chapter_flow.after_result.c4.s6.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s6.contract","true","false","false"
"bone_aspect_chapter_4","4","4-7","7","bone_aspect_node_c4_02_transformed_bone_shop","bone_aspect_node_c4_02_transformed_bone_shop","false","false","false","bline.content_binding_slot.c4.s7","","None","","","bline.chapter_flow.before_stage.c4.s7.tutorial","bline.chapter_flow.before_stage.c4.s7.story","bline.chapter_flow.after_result.c4.s7.tutorial","bline.chapter_flow.after_result.c4.s7.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s7.contract","true","false","false"
"bone_aspect_chapter_4","4","4-8","8","bone_aspect_node_c4_03_myriad_bone_belly","bone_aspect_node_c4_03_myriad_bone_belly","false","false","false","bline.content_binding_slot.c4.s8","","None","","","bline.chapter_flow.before_stage.c4.s8.tutorial","bline.chapter_flow.before_stage.c4.s8.story","bline.chapter_flow.after_result.c4.s8.tutorial","bline.chapter_flow.after_result.c4.s8.story","","","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s8.contract","true","false","false"
"bone_aspect_chapter_4","4","4-9","9","bone_aspect_node_c4_03_myriad_bone_belly","bone_aspect_node_c4_03_myriad_bone_belly","false","true","false","bline.content_binding_slot.c4.s9","","None","","","bline.chapter_flow.before_stage.c4.s9.tutorial","bline.chapter_flow.before_stage.c4.s9.story","bline.chapter_flow.after_result.c4.s9.tutorial","bline.chapter_flow.after_result.c4.s9.story","bline.chapter_flow.before_boss_gate.c4.s9.tutorial","bline.chapter_flow.before_boss_gate.c4.s9.story","","","","","","","bline.chapter_flow.drop_candidate_preview.c4.s9.contract","true","false","false"
"bone_aspect_chapter_4","4","4-10","10","bone_aspect_node_c4_03_myriad_bone_belly","bone_aspect_node_c4_03_myriad_bone_belly","true","false","true","","bone_aspect_boss_c4_myriad_bone_beast","RouteCompletion","","","bline.chapter_flow.before_stage.c4.s10.tutorial","bline.chapter_flow.before_stage.c4.s10.story","bline.chapter_flow.after_result.c4.s10.tutorial","bline.chapter_flow.after_result.c4.s10.story","","","bline.chapter_flow.before_boss_challenge.c4.s10.tutorial","bline.chapter_flow.before_boss_challenge.c4.s10.story","bline.chapter_flow.after_boss_result.c4.s10.tutorial","bline.chapter_flow.after_boss_result.c4.s10.story","bline.chapter_flow.before_next_chapter_unlock.c4.s10.tutorial","bline.chapter_flow.before_next_chapter_unlock.c4.s10.story","","true","false","false"
