scenePath,hierarchyPath,componentRole,beforeActiveSelf,previewActiveSelf,disableActiveSelf,textOrSpriteTouched,rectTransformTouched,created,deleted,renamed,reparented
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailFixedBaseStatsRoot[2]/BaseStatsSection[0]/BodyText[3]/BaseStatRowsRoot[1]/BaseStatRow_5[5]/BaseStatText_5[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailFixedBaseStatsRoot[2]/BaseStatsSection[0]/BodyText[3]/BaseStatRowsRoot[1]/BaseStatRow_6[6]","RectTransform","true","false","false","false","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailFixedBaseStatsRoot[2]/BaseStatsSection[0]/BodyText[3]/BaseStatRowsRoot[1]/BaseStatRow_6[6]/BaseStatText_6[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailFixedBaseStatsRoot[2]/BaseStatsSection[0]/BodyText[3]/BaseStatRowsRoot[1]/BaseStatRow_7[7]","RectTransform","true","false","false","false","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailFixedBaseStatsRoot[2]/BaseStatsSection[0]/BodyText[3]/BaseStatRowsRoot[1]/BaseStatRow_7[7]/BaseStatText_7[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailFixedBaseStatsRoot[2]/BaseStatsSection[0]/TitleText[1]","RectTransform+CanvasRenderer+Text+LayoutElement","false","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailHeader[1]/ItemArtworkFrame[1]/daoju[2]/DaojuMultiCellImage[1]","RectTransform+CanvasRenderer+Image+Shadow","false","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailHeader[1]/ItemArtworkFrame[1]/daoju[2]/DaojuSingleCellImage[0]","RectTransform+CanvasRenderer+Image+Shadow","true","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailHeader[1]/ItemArtworkFrame[1]/qixingicon[1]","RectTransform+CanvasRenderer+Image","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailHeader[1]/ItemDetailHeaderTextGroup[0]/ItemDetailTitleRow[0]/ItemNameText[0]","RectTransform+CanvasRenderer+Text+LayoutElement","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailHeader[1]/ItemDetailHeaderTextGroup[0]/MetaText[1]","RectTransform+CanvasRenderer+Text+LayoutElement","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/BasicEffectSection[0]","RectTransform+CanvasRenderer+Image+Outline+VerticalLayoutGroup+ContentSizeFitter+ItemDetailSectionView+ItemSandboxDetailSectionView","false","true","true","false","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/BasicEffectSection[0]/BodyText[3]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]","RectTransform+CanvasRenderer+Text+VerticalLayoutGroup+ItemDetailAuthoredRowsLayoutElement","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_0[0]/CoreEffectIconSlot_0[1]","RectTransform+CanvasRenderer+Image","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_0[0]/CoreEffectIconSlot_0[1]/CoreEffectStateOverlay_0[0]","RectTransform+CanvasRenderer+Image","true","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_0[0]/CoreEffectText_0[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_1[1]/CoreEffectIconSlot_1[1]","RectTransform+CanvasRenderer+Image","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_1[1]/CoreEffectIconSlot_1[1]/CoreEffectStateOverlay_1[0]","RectTransform+CanvasRenderer+Image","true","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_1[1]/CoreEffectText_1[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_2[2]/CoreEffectIconSlot_2[1]","RectTransform+CanvasRenderer+Image","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_2[2]/CoreEffectIconSlot_2[1]/CoreEffectStateOverlay_2[0]","RectTransform+CanvasRenderer+Image","true","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_2[2]/CoreEffectText_2[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_3[3]/CoreEffectIconSlot_3[1]","RectTransform+CanvasRenderer+Image","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_3[3]/CoreEffectIconSlot_3[1]/CoreEffectStateOverlay_3[0]","RectTransform+CanvasRenderer+Image","true","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/BodyText[3]/CoreEffectRowsRoot[0]/CoreEffectRow_3[3]/CoreEffectText_3[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreAwakeningSection[5]/TitleText[1]","RectTransform+CanvasRenderer+Text+LayoutElement","false","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreIdentitySection[16]","RectTransform+CanvasRenderer+Image+Outline+VerticalLayoutGroup+ContentSizeFitter+ItemDetailSectionView+ItemSandboxDetailSectionView","false","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreIdentitySection[16]/BodyText[3]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CoreIdentitySection[16]/TitleText[1]","RectTransform+CanvasRenderer+Text+LayoutElement","false","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CurrentStateSection[18]","RectTransform+CanvasRenderer+Image+Outline+VerticalLayoutGroup+ContentSizeFitter+ItemDetailSectionView+ItemSandboxDetailSectionView","false","true","true","false","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/CurrentStateSection[18]/BodyText[3]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FaMenBuildSection[6]/BodyText[3]","RectTransform+CanvasRenderer+Text+ItemDetailAuthoredRowsLayoutElement","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FaMenBuildSection[6]/BodyText[3]/FaMenBuildRowsRoot[0]/FaMenBuildOverviewRow[0]/FaMenBuildOverviewText[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FaMenBuildSection[6]/BodyText[3]/FaMenBuildRowsRoot[0]/FaMenBuildRow_0[1]/FaMenBuildText_0[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FaMenBuildSection[6]/BodyText[3]/FaMenBuildRowsRoot[0]/FaMenBuildRow_1[2]/FaMenBuildText_1[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FaMenBuildSection[6]/BodyText[3]/FaMenBuildRowsRoot[0]/FaMenBuildRow_2[3]/FaMenBuildText_2[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FaMenBuildSection[6]/TitleText[1]","RectTransform+CanvasRenderer+Text+LayoutElement","false","false","false","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FixedAffixSection[1]/BodyText[3]","RectTransform+CanvasRenderer+Text+VerticalLayoutGroup+ItemDetailAuthoredRowsLayoutElement","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FixedAffixSection[1]/BodyText[3]/FixedAffixRowsRoot[0]/FixedAffixRow_0[0]/FixedAffixText_0[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FixedAffixSection[1]/BodyText[3]/FixedAffixRowsRoot[0]/FixedAffixRow_1[1]/FixedAffixText_1[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FlavorSection[9]/BodyText[3]","RectTransform+CanvasRenderer+Text+ItemDetailAuthoredRowsLayoutElement","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FlavorSection[9]/BodyText[3]/FlavorRowsRoot[0]/FlavorRow_0[0]/FlavorText_0[0]","RectTransform+CanvasRenderer+Text","true","true","true","true","false","false","false","false","false"
"Assets/_Game/Scenes/Scene_TalismanBag_V04_BattleSandboxPreview.unity","BuildSandboxPreviewCanvas[3]/MobileSafeAreaRoot[0]/SafeAreaRoot[0]/PopupLayer[13]/ItemDetailPanel[3]/ItemDetailScrollView[3]/Viewport[0]/DetailContent[0]/FlavorSection[9]/TitleText[1]","RectTransform+CanvasRenderer+Text+LayoutElement","false","false","false","true","false","false","false","false","false"
