scenarioId,encounterId,capabilityKey,blockerKind,sourceCode,detail
"COOLDOWN_SUPPORTED","dev_encounter_3_10_guard_wall","capability.burst_window","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_3_10_guard_wall","capability.cleanse_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_3_10_guard_wall","capability.control_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_3_10_guard_wall","capability.energy_stability","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_3_10_guard_wall","capability.interrupt_timing","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_3_10_guard_wall","capability.placement_shape","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_furnace_core","capability.burst_window","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_furnace_core","capability.cleanse_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_furnace_core","capability.clear_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_furnace_core","capability.control_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_furnace_core","capability.energy_stability","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_furnace_core","capability.placement_shape","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_furnace_core","capability.spirit_lock","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.burst_window","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.cleanse_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.clear_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.control_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.energy_stability","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.placement_shape","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"COOLDOWN_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.spirit_lock","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","","","ITEM_CAPABILITY_MAPPING_MISSING","BUILD_QUALIFICATION_RULE_UNCONFIRMED","Build qualification is categorical and is not converted to capability BP."
"DEFENSE_SUPPORTED","","","ITEM_CAPABILITY_MAPPING_MISSING","UNMAPPED_ELIGIBLE_CORE_EFFECT_KEY","Eligibility does not prove an active capability contribution."
"DEFENSE_SUPPORTED","","","ITEM_CAPABILITY_MAPPING_MISSING","UNMAPPED_STABLE_AFFIX_KEY","Stable affix key has no confirmed target capability rule."
"DEFENSE_SUPPORTED","","","ITEM_CAPABILITY_MAPPING_MISSING","UNMAPPED_STABLE_STAT_KEY","Stat rawUnits has no confirmed basis-point capability conversion."
"DEFENSE_SUPPORTED","","","ITEM_CAPABILITY_MAPPING_MISSING","UNMAPPED_VISIBLE_CORE_EFFECT_KEY","Visible core effect has no confirmed capability conversion."
"DEFENSE_SUPPORTED","","","ITEM_RUNTIME_FACT_MISSING","ITEM_SYSTEM_BUILD_FACTS_MISSING","Shape, lighting, Build tag, and active-core facts are absent and remain Unknown."
"DEFENSE_SUPPORTED","","capability.burst_window","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.burst_window","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.caster_interrupt","OUT_OF_SCOPE_RUNTIME_TIMING","C01_OUT_OF_SCOPE","Runtime timing or caster-state evidence is outside this read-only adapter."
"DEFENSE_SUPPORTED","","capability.caster_interrupt","OUT_OF_SCOPE_RUNTIME_TIMING","CAPABILITY_REQUIRES_RUNTIME_TIMING_FACT","Runtime timing or caster-state evidence is outside this read-only adapter."
"DEFENSE_SUPPORTED","","capability.chain_reaction","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.chain_reaction","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.cleanse_power","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.cleanse_power","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.clear_power","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.clear_power","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.control_power","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.control_power","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.debuff_counter","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.debuff_counter","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.energy_stability","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.energy_stability","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.interrupt_timing","OUT_OF_SCOPE_RUNTIME_TIMING","C01_OUT_OF_SCOPE","Runtime timing or caster-state evidence is outside this read-only adapter."
"DEFENSE_SUPPORTED","","capability.interrupt_timing","OUT_OF_SCOPE_RUNTIME_TIMING","CAPABILITY_REQUIRES_RUNTIME_TIMING_FACT","Runtime timing or caster-state evidence is outside this read-only adapter."
"DEFENSE_SUPPORTED","","capability.placement_shape","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.placement_shape","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.spirit_lock","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.spirit_lock","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.sustained_damage","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.sustained_damage","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.thunder_chain","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","","capability.thunder_chain","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"DEFENSE_SUPPORTED","dev_encounter_3_10_cleanse_corner","capability.cleanse_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_cleanse_corner","capability.control_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_cleanse_corner","capability.debuff_counter","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_cleanse_corner","capability.energy_stability","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_cleanse_corner","capability.placement_shape","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_guard_wall","capability.burst_window","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_guard_wall","capability.cleanse_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_guard_wall","capability.control_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_guard_wall","capability.energy_stability","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_guard_wall","capability.interrupt_timing","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_3_10_guard_wall","capability.placement_shape","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_furnace_core","capability.burst_window","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_furnace_core","capability.cleanse_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_furnace_core","capability.clear_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_furnace_core","capability.control_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_furnace_core","capability.energy_stability","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_furnace_core","capability.placement_shape","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_furnace_core","capability.spirit_lock","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.burst_window","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.cleanse_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.clear_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.control_power","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.energy_stability","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.placement_shape","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"DEFENSE_SUPPORTED","dev_encounter_4_10_thunder_fire_cross","capability.spirit_lock","ENCOUNTER_REQUIREMENT_UNKNOWN","E08_CAPABILITY_VALUE_UNKNOWN","E08 omitted a readiness conclusion for this capability requirement."
"EMPTY","","","ITEM_RUNTIME_FACT_MISSING","ITEM_SYSTEM_BUILD_FACTS_MISSING","Shape, lighting, Build tag, and active-core facts are absent and remain Unknown."
"EMPTY","","capability.burst_window","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.burst_window","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.caster_interrupt","OUT_OF_SCOPE_RUNTIME_TIMING","C01_OUT_OF_SCOPE","Runtime timing or caster-state evidence is outside this read-only adapter."
"EMPTY","","capability.caster_interrupt","OUT_OF_SCOPE_RUNTIME_TIMING","CAPABILITY_REQUIRES_RUNTIME_TIMING_FACT","Runtime timing or caster-state evidence is outside this read-only adapter."
"EMPTY","","capability.chain_reaction","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.chain_reaction","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.cleanse_power","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.cleanse_power","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.clear_power","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.clear_power","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.control_power","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.control_power","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.debuff_counter","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.debuff_counter","ITEM_CAPABILITY_MAPPING_MISSING","CAPABILITY_RULE_NOT_CONFIRMED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
"EMPTY","","capability.energy_stability","ITEM_CAPABILITY_MAPPING_MISSING","C01_UNKNOWN_NOT_MAPPED","No stable, unit-safe Item-to-capability rule is confirmed; value is omitted."
