baseItemId,rarity,statId,minUnits,maxUnits,direction,unitKey,stepUnits,role,dataMaturity
I013,white,duration,1,2,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I013,white,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I013,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I013,green,guard,13,19,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I013,green,duration,2,4,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I013,green,nianCost,4,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I013,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I013,blue,guard,18,23,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I013,blue,duration,3,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I013,blue,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I013,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I013,purple,guard,21,26,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I013,purple,duration,4,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I013,purple,nianCost,2,3,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I013,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I013,orange,guard,25,28,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I013,orange,duration,5,6,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I013,orange,nianCost,2,3,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I013,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I014,white,guard,14,20,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I014,white,duration,1,2,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I014,white,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I014,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I014,green,guard,19,27,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I014,green,duration,2,4,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I014,green,nianCost,5,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I014,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I014,blue,guard,25,33,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I014,blue,duration,3,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I014,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I014,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I014,purple,guard,30,36,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I014,purple,duration,4,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I014,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I014,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I014,orange,guard,35,39,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I014,orange,duration,5,6,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I014,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I014,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I015,white,guard,21,30,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I015,white,control,1,3,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I015,white,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I015,white,cooldown,6,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I015,green,guard,28,38,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I015,green,control,3,6,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I015,green,nianCost,6,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I015,green,cooldown,6,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I015,blue,guard,36,47,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I015,blue,control,5,8,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I015,blue,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I015,blue,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I015,purple,guard,43,52,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I015,purple,control,7,9,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I015,purple,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I015,purple,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I015,orange,guard,50,55,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I015,orange,control,9,10,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I015,orange,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I015,orange,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I016,white,guard,16,23,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I016,white,duration,1,2,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I016,white,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I016,white,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I016,green,guard,22,30,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I016,green,duration,2,4,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I016,green,nianCost,5,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I016,green,cooldown,4,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I016,blue,guard,29,37,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I016,blue,duration,3,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I016,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I016,blue,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I016,purple,guard,34,41,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I016,purple,duration,4,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I016,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I016,purple,cooldown,2,3,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
